Original_ID	New_ID	Cluster_ID	Allele_Number	representative
WP_003973385.1	Strep_C14043A3	Strep_C14043	3	False
WP_045561446.1	Strep_C14043A4	Strep_C14043	4	False
WP_013000393.1	Strep_C14043A5	Strep_C14043	5	False
WP_086804643.1	Strep_C14043A6	Strep_C14043	6	False
WP_010353832.1	Strep_C14043A7	Strep_C14043	7	False
WP_046704034.1	Strep_C14044A0	Strep_C14044	0	True
WP_086772560.1	Strep_C14044A1	Strep_C14044	1	False
WP_045561197.1	Strep_C14044A2	Strep_C14044	2	False
WP_012998468.1	Strep_C14044A3	Strep_C14044	3	False
WP_206342187.1	Strep_C14045A0	Strep_C14045	0	True
WP_020114916.1	Strep_C14045A1	Strep_C14045	1	False
WP_328835635.1	Strep_C14046A0	Strep_C14046	0	True
WP_237312674.1	Strep_C14046A1	Strep_C14046	1	False
WP_012998629.1	Strep_C14046A2	Strep_C14046	2	False
WP_192360874.1	Strep_C14046A3	Strep_C14046	3	False
WP_328835692.1	Strep_C14047A0	Strep_C14047	0	True
WP_052682994.1	Strep_C14047A1	Strep_C14047	1	False
WP_086797133.1	Strep_C14047A2	Strep_C14047	2	False
WP_328835959.1	Strep_C14048A0	Strep_C14048	0	True
WP_086765987.1	Strep_C14048A1	Strep_C14048	1	False
WP_016325532.1	Strep_C14048A2	Strep_C14048	2	False
WP_237312889.1	Strep_C14048A3	Strep_C14048	3	False
WP_011027440.1	Strep_C14048A4	Strep_C14048	4	False
WP_012999021.1	Strep_C14048A5	Strep_C14048	5	False
WP_086797972.1	Strep_C14048A6	Strep_C14048	6	False
WP_328836222.1	Strep_C14049A0	Strep_C14049	0	True
WP_086769751.1	Strep_C14049A1	Strep_C14049	1	False
WP_003948267.1	Strep_C14049A2	Strep_C14049	2	False
WP_003951949.1	Strep_C14049A3	Strep_C14049	3	False
WP_202550380.1	Strep_C14049A4	Strep_C14049	4	False
WP_003972429.1	Strep_C14049A5	Strep_C14049	5	False
WP_272897489.1	Strep_C14049A6	Strep_C14049	6	False
WP_011031003.1	Strep_C14049A7	Strep_C14049	7	False
WP_012999553.1	Strep_C14049A8	Strep_C14049	8	False
WP_086799710.1	Strep_C14049A9	Strep_C14049	9	False
WP_010358037.1	Strep_C14049A10	Strep_C14049	10	False
WP_328837185.1	Strep_C14050A0	Strep_C14050	0	True
WP_328735201.1	Strep_C14050A1	Strep_C14050	1	False
WP_003973870.1	Strep_C14050A2	Strep_C14050	2	False
WP_045559139.1	Strep_C14050A3	Strep_C14050	3	False
WP_011030062.1	Strep_C14050A4	Strep_C14050	4	False
WP_037728443.1	Strep_C14050A5	Strep_C14050	5	False
WP_192359879.1	Strep_C14050A6	Strep_C14050	6	False
WP_010350572.1	Strep_C14050A7	Strep_C14050	7	False
WP_328837418.1	Strep_C14051A0	Strep_C14051	0	True
WP_369279043.1	Strep_C14051A1	Strep_C14051	1	False
WP_003948621.1	Strep_C14051A2	Strep_C14051	2	False
WP_003974246.1	Strep_C14051A3	Strep_C14051	3	False
WP_060883624.1	Strep_C14051A4	Strep_C14051	4	False
WP_011029827.1	Strep_C14051A5	Strep_C14051	5	False
WP_013001404.1	Strep_C14051A6	Strep_C14051	6	False
WP_086801531.1	Strep_C14051A7	Strep_C14051	7	False
WP_010354220.1	Strep_C14051A8	Strep_C14051	8	False
WP_328837508.1	Strep_C14052A0	Strep_C14052	0	True
WP_328735352.1	Strep_C14052A1	Strep_C14052	1	False
WP_003974366.1	Strep_C14052A2	Strep_C14052	2	False
WP_045559374.1	Strep_C14052A3	Strep_C14052	3	False
WP_037723920.1	Strep_C14052A4	Strep_C14052	4	False
WP_086802539.1	Strep_C14052A5	Strep_C14052	5	False
WP_010354349.1	Strep_C14052A6	Strep_C14052	6	False
WP_328837527.1	Strep_C14053A0	Strep_C14053	0	True
WP_150472291.1	Strep_C14053A1	Strep_C14053	1	False
WP_018468570.1	Strep_C14053A2	Strep_C14053	2	False
WP_016326999.1	Strep_C14053A3	Strep_C14053	3	False
WP_045559355.1	Strep_C14053A4	Strep_C14053	4	False
WP_011029732.1	Strep_C14053A5	Strep_C14053	5	False
WP_013001517.1	Strep_C14053A6	Strep_C14053	6	False
WP_086796838.1	Strep_C14053A7	Strep_C14053	7	False
WP_010353973.1	Strep_C14053A8	Strep_C14053	8	False
WP_328838061.1	Strep_C14054A0	Strep_C14054	0	True
WP_328839192.1	Strep_C14055A0	Strep_C14055	0	True
WP_093790894.1	Strep_C14055A1	Strep_C14055	1	False
WP_013003533.1	Strep_C14055A2	Strep_C14055	2	False
WP_045557769.1	Strep_C14055A3	Strep_C14055	3	False
WP_328840673.1	Strep_C14056A0	Strep_C14056	0	True
WP_045560383.1	Strep_C14056A1	Strep_C14056	1	False
WP_013005474.1	Strep_C14056A2	Strep_C14056	2	False
WP_192363943.1	Strep_C14056A3	Strep_C14056	3	False
WP_010360340.1	Strep_C14056A4	Strep_C14056	4	False
WP_328840929.1	Strep_C14057A0	Strep_C14057	0	True
WP_328734341.1	Strep_C14057A1	Strep_C14057	1	False
WP_003947785.1	Strep_C14057A2	Strep_C14057	2	False
WP_016325235.1	Strep_C14057A3	Strep_C14057	3	False
WP_045555769.1	Strep_C14057A4	Strep_C14057	4	False
WP_013005742.1	Strep_C14057A5	Strep_C14057	5	False
WP_192362145.1	Strep_C14057A6	Strep_C14057	6	False
WP_010359069.1	Strep_C14057A7	Strep_C14057	7	False
WP_328841663.1	Strep_C14058A0	Strep_C14058	0	True
WP_012998189.1	Strep_C14058A1	Strep_C14058	1	False
WP_328841865.1	Strep_C14059A0	Strep_C14059	0	True
WP_328842475.1	Strep_C14060A0	Strep_C14060	0	True
WP_086773262.1	Strep_C14061A0	Strep_C14061	0	True
WP_037695382.1	Strep_C14062A0	Strep_C14062	0	False
WP_167535046.1	Strep_C14062A1	Strep_C14062	1	True
WP_011030208.1	Strep_C14062A2	Strep_C14062	2	False
WP_192334350.1	Strep_C14062A3	Strep_C14062	3	False
WP_010357476.1	Strep_C14062A4	Strep_C14062	4	False
WP_369276756.1	Strep_C14063A0	Strep_C14063	0	True
WP_369277028.1	Strep_C14064A0	Strep_C14064	0	True
WP_369277594.1	Strep_C14065A0	Strep_C14065	0	True
WP_369277751.1	Strep_C14066A0	Strep_C14066	0	True
WP_030309654.1	Strep_C14066A1	Strep_C14066	1	False
WP_003977429.1	Strep_C14066A2	Strep_C14066	2	False
WP_011027763.1	Strep_C14066A3	Strep_C14066	3	False
WP_010360559.1	Strep_C14066A4	Strep_C14066	4	False
WP_369278899.1	Strep_C14067A0	Strep_C14067	0	True
WP_369279075.1	Strep_C14068A0	Strep_C14068	0	True
WP_328842111.1	Strep_C14069A0	Strep_C14069	0	False
WP_369280224.1	Strep_C14069A1	Strep_C14069	1	True
WP_045561402.1	Strep_C14069A2	Strep_C14069	2	False
WP_086800545.1	Strep_C14069A3	Strep_C14069	3	False
WP_075660835.1	Strep_C14069A4	Strep_C14069	4	False
WP_003946621.1	Strep_C14070A0	Strep_C14070	0	True
WP_003946896.1	Strep_C14071A0	Strep_C14071	0	True
WP_003947133.1	Strep_C14072A0	Strep_C14072	0	True
WP_003948464.1	Strep_C14073A0	Strep_C14073	0	True
WP_003950900.1	Strep_C14074A0	Strep_C14074	0	True
WP_003951659.1	Strep_C14075A0	Strep_C14075	0	True
WP_008406919.1	Strep_C14076A0	Strep_C14076	0	True
WP_008409230.1	Strep_C14077A0	Strep_C14077	0	True
WP_015507566.1	Strep_C14078A0	Strep_C14078	0	True
WP_015507682.1	Strep_C14079A0	Strep_C14079	0	True
WP_015508269.1	Strep_C14080A0	Strep_C14080	0	True
WP_181390313.1	Strep_C14081A0	Strep_C14081	0	True
WP_003971993.1	Strep_C14082A0	Strep_C14082	0	True
WP_011031462.1	Strep_C14082A1	Strep_C14082	1	False
WP_011031747.1	Strep_C14083A0	Strep_C14083	0	True
WP_016325116.1	Strep_C14084A0	Strep_C14084	0	True
WP_011027106.1	Strep_C14084A1	Strep_C14084	1	False
WP_016327531.1	Strep_C14085A0	Strep_C14085	0	True
WP_050796849.1	Strep_C14086A0	Strep_C14086	0	True
WP_161270274.1	Strep_C14086A1	Strep_C14086	1	False
WP_173668747.1	Strep_C14087A0	Strep_C14087	0	True
WP_369278096.1	Strep_C14088A0	Strep_C14088	0	False
WP_045555413.1	Strep_C14088A1	Strep_C14088	1	True
WP_193379388.1	Strep_C14088A2	Strep_C14088	2	False
WP_086802527.1	Strep_C14088A3	Strep_C14088	3	False
WP_045555961.1	Strep_C14089A0	Strep_C14089	0	True
WP_086800063.1	Strep_C14089A1	Strep_C14089	1	False
WP_045562136.1	Strep_C14090A0	Strep_C14090	0	True
WP_328839434.1	Strep_C14091A0	Strep_C14091	0	False
WP_369278157.1	Strep_C14091A1	Strep_C14091	1	False
WP_078853458.1	Strep_C14091A2	Strep_C14091	2	True
WP_010354738.1	Strep_C14091A3	Strep_C14091	3	False
WP_328837322.1	Strep_C14092A0	Strep_C14092	0	False
WP_093790395.1	Strep_C14092A1	Strep_C14092	1	True
WP_192359976.1	Strep_C14092A2	Strep_C14092	2	False
WP_237309700.1	Strep_C14093A0	Strep_C14093	0	True
WP_041669179.1	Strep_C14093A1	Strep_C14093	1	False
WP_237310428.1	Strep_C14094A0	Strep_C14094	0	True
WP_237313146.1	Strep_C14095A0	Strep_C14095	0	True
WP_328837489.1	Strep_C14096A0	Strep_C14096	0	False
WP_237314156.1	Strep_C14096A1	Strep_C14096	1	True
WP_037723914.1	Strep_C14096A2	Strep_C14096	2	False
WP_225618678.1	Strep_C14096A3	Strep_C14096	3	False
WP_237314638.1	Strep_C14097A0	Strep_C14097	0	True
WP_369277554.1	Strep_C14098A0	Strep_C14098	0	False
WP_042799435.1	Strep_C14098A1	Strep_C14098	1	False
WP_237310981.1	Strep_C14098A2	Strep_C14098	2	False
WP_011027589.1	Strep_C14098A3	Strep_C14098	3	True
WP_011028316.1	Strep_C14099A0	Strep_C14099	0	True
WP_328840714.1	Strep_C14100A0	Strep_C14100	0	False
WP_012999320.1	Strep_C14100A1	Strep_C14100	1	True
WP_013001797.1	Strep_C14101A0	Strep_C14101	0	True
WP_013003892.1	Strep_C14102A0	Strep_C14102	0	True
WP_192334045.1	Strep_C14103A0	Strep_C14103	0	True
WP_237277168.1	Strep_C14104A0	Strep_C14104	0	True
WP_275875016.1	Strep_C14105A0	Strep_C14105	0	True
WP_010350860.1	Strep_C14106A0	Strep_C14106	0	True
WP_010351320.1	Strep_C14107A0	Strep_C14107	0	True
WP_010352127.1	Strep_C14108A0	Strep_C14108	0	True
WP_010354187.1	Strep_C14109A0	Strep_C14109	0	True
WP_037694512.1	Strep_C14110A0	Strep_C14110	0	False
WP_086766191.1	Strep_C14110A1	Strep_C14110	1	False
WP_003948360.1	Strep_C14110A2	Strep_C14110	2	False
WP_003974056.1	Strep_C14110A3	Strep_C14110	3	False
WP_045562871.1	Strep_C14110A4	Strep_C14110	4	False
WP_013001213.1	Strep_C14110A5	Strep_C14110	5	False
WP_010354561.1	Strep_C14110A6	Strep_C14110	6	True
WP_010354931.1	Strep_C14111A0	Strep_C14111	0	True
WP_010355176.1	Strep_C14112A0	Strep_C14112	0	True
WP_010358491.1	Strep_C14113A0	Strep_C14113	0	True
WP_003972003.1	Strep_C14114A0	Strep_C14114	0	False
WP_011031456.1	Strep_C14114A1	Strep_C14114	1	False
WP_010359038.1	Strep_C14114A2	Strep_C14114	2	True
WP_010359096.1	Strep_C14115A0	Strep_C14115	0	True
WP_010359121.1	Strep_C14116A0	Strep_C14116	0	True
WP_010359975.1	Strep_C14117A0	Strep_C14117	0	True
WP_010360761.1	Strep_C14118A0	Strep_C14118	0	True
WP_338714168.1	Strep_C14119A0	Strep_C14119	0	True
WP_037703970.1	Strep_C14120A0	Strep_C14120	0	True
WP_150473491.1	Strep_C14120A1	Strep_C14120	1	False
WP_003951909.1	Strep_C14120A2	Strep_C14120	2	False
WP_003972492.1	Strep_C14120A3	Strep_C14120	3	False
WP_045556579.1	Strep_C14120A4	Strep_C14120	4	False
WP_011030957.1	Strep_C14120A5	Strep_C14120	5	False
WP_012999606.1	Strep_C14120A6	Strep_C14120	6	False
WP_086802965.1	Strep_C14120A7	Strep_C14120	7	False
WP_010355105.1	Strep_C14120A8	Strep_C14120	8	False
WP_046705217.1	Strep_C14121A0	Strep_C14121	0	True
WP_266453326.1	Strep_C14121A1	Strep_C14121	1	False
WP_003952281.1	Strep_C14121A2	Strep_C14121	2	False
WP_319766767.1	Strep_C14122A0	Strep_C14122	0	True
WP_045556846.1	Strep_C14122A1	Strep_C14122	1	False
WP_328834640.1	Strep_C14123A0	Strep_C14123	0	True
WP_369280115.1	Strep_C14123A1	Strep_C14123	1	False
WP_086800838.1	Strep_C14123A2	Strep_C14123	2	False
WP_328834759.1	Strep_C14124A0	Strep_C14124	0	True
WP_328834834.1	Strep_C14125A0	Strep_C14125	0	True
WP_328835146.1	Strep_C14126A0	Strep_C14126	0	True
WP_328835353.1	Strep_C14127A0	Strep_C14127	0	True
WP_369280380.1	Strep_C14127A1	Strep_C14127	1	False
WP_003971512.1	Strep_C14127A2	Strep_C14127	2	False
WP_093792106.1	Strep_C14127A3	Strep_C14127	3	False
WP_013006197.1	Strep_C14127A4	Strep_C14127	4	False
WP_086801879.1	Strep_C14127A5	Strep_C14127	5	False
WP_328835908.1	Strep_C14128A0	Strep_C14128	0	True
WP_272897478.1	Strep_C14128A1	Strep_C14128	1	False
WP_328836482.1	Strep_C14129A0	Strep_C14129	0	True
WP_328836510.1	Strep_C14130A0	Strep_C14130	0	True
WP_003972833.1	Strep_C14130A1	Strep_C14130	1	False
WP_045559790.1	Strep_C14130A2	Strep_C14130	2	False
WP_011030645.1	Strep_C14130A3	Strep_C14130	3	False
WP_192363564.1	Strep_C14130A4	Strep_C14130	4	False
WP_010350967.1	Strep_C14130A5	Strep_C14130	5	False
WP_328836832.1	Strep_C14131A0	Strep_C14131	0	True
WP_150472937.1	Strep_C14131A1	Strep_C14131	1	False
WP_015507031.1	Strep_C14131A2	Strep_C14131	2	False
WP_003973399.1	Strep_C14131A3	Strep_C14131	3	False
WP_045561458.1	Strep_C14131A4	Strep_C14131	4	False
WP_013000408.1	Strep_C14131A5	Strep_C14131	5	False
WP_192335261.1	Strep_C14131A6	Strep_C14131	6	False
WP_010353848.1	Strep_C14131A7	Strep_C14131	7	False
WP_328837738.1	Strep_C14132A0	Strep_C14132	0	True
WP_045563029.1	Strep_C14132A1	Strep_C14132	1	False
WP_013001834.1	Strep_C14132A2	Strep_C14132	2	False
WP_192362485.1	Strep_C14132A3	Strep_C14132	3	False
WP_328837937.1	Strep_C14133A0	Strep_C14133	0	True
WP_369280883.1	Strep_C14133A1	Strep_C14133	1	False
WP_328838511.1	Strep_C14134A0	Strep_C14134	0	True
WP_365276568.1	Strep_C14134A1	Strep_C14134	1	False
WP_003950071.1	Strep_C14134A2	Strep_C14134	2	False
WP_003974605.1	Strep_C14134A3	Strep_C14134	3	False
WP_237309592.1	Strep_C14134A4	Strep_C14134	4	False
WP_161270155.1	Strep_C14134A5	Strep_C14134	5	False
WP_037722801.1	Strep_C14134A6	Strep_C14134	6	False
WP_086804335.1	Strep_C14134A7	Strep_C14134	7	False
WP_010351278.1	Strep_C14134A8	Strep_C14134	8	False
WP_328839066.1	Strep_C14135A0	Strep_C14135	0	True
WP_010350171.1	Strep_C14135A1	Strep_C14135	1	False
WP_328839877.1	Strep_C14136A0	Strep_C14136	0	True
WP_369277946.1	Strep_C14136A1	Strep_C14136	1	False
WP_015508049.1	Strep_C14136A2	Strep_C14136	2	False
WP_003976892.1	Strep_C14136A3	Strep_C14136	3	False
WP_045560923.1	Strep_C14136A4	Strep_C14136	4	False
WP_013004544.1	Strep_C14136A5	Strep_C14136	5	False
WP_192362247.1	Strep_C14136A6	Strep_C14136	6	False
WP_010352453.1	Strep_C14136A7	Strep_C14136	7	False
WP_328840674.1	Strep_C14137A0	Strep_C14137	0	True
WP_045560384.1	Strep_C14137A1	Strep_C14137	1	False
WP_013005475.1	Strep_C14137A2	Strep_C14137	2	False
WP_408995565.1	Strep_C14137A3	Strep_C14137	3	False
WP_010360337.1	Strep_C14137A4	Strep_C14137	4	False
WP_328841344.1	Strep_C14138A0	Strep_C14138	0	True
WP_328841383.1	Strep_C14139A0	Strep_C14139	0	True
WP_093790911.1	Strep_C14139A1	Strep_C14139	1	False
WP_328841388.1	Strep_C14140A0	Strep_C14140	0	True
WP_045560223.1	Strep_C14140A1	Strep_C14140	1	False
WP_012999968.1	Strep_C14141A0	Strep_C14141	0	True
WP_013001081.1	Strep_C14142A0	Strep_C14142	0	True
WP_010350898.1	Strep_C14142A1	Strep_C14142	1	False
WP_078580087.1	Strep_C14143A0	Strep_C14143	0	True
WP_328734098.1	Strep_C14144A0	Strep_C14144	0	True
WP_365271902.1	Strep_C14145A0	Strep_C14145	0	True
WP_003971787.1	Strep_C14145A1	Strep_C14145	1	False
WP_369277084.1	Strep_C14146A0	Strep_C14146	0	True
WP_369277485.1	Strep_C14147A0	Strep_C14147	0	True
WP_369278746.1	Strep_C14148A0	Strep_C14148	0	True
WP_013002320.1	Strep_C14148A1	Strep_C14148	1	False
WP_010354146.1	Strep_C14148A2	Strep_C14148	2	False
WP_369280459.1	Strep_C14149A0	Strep_C14149	0	True
WP_369280644.1	Strep_C14150A0	Strep_C14150	0	True
WP_003947095.1	Strep_C14151A0	Strep_C14151	0	True
WP_328839272.1	Strep_C14152A0	Strep_C14152	0	False
WP_150470929.1	Strep_C14152A1	Strep_C14152	1	False
WP_003947993.1	Strep_C14152A2	Strep_C14152	2	True
WP_003976247.1	Strep_C14152A3	Strep_C14152	3	False
WP_237310320.1	Strep_C14152A4	Strep_C14152	4	False
WP_013003736.1	Strep_C14152A5	Strep_C14152	5	False
WP_192360435.1	Strep_C14152A6	Strep_C14152	6	False
WP_010354873.1	Strep_C14152A7	Strep_C14152	7	False
WP_003948481.1	Strep_C14153A0	Strep_C14153	0	True
WP_003949068.1	Strep_C14154A0	Strep_C14154	0	True
WP_003949577.1	Strep_C14155A0	Strep_C14155	0	True
WP_003950622.1	Strep_C14156A0	Strep_C14156	0	True
WP_003951424.1	Strep_C14157A0	Strep_C14157	0	True
WP_015506908.1	Strep_C14158A0	Strep_C14158	0	True
WP_015507867.1	Strep_C14159A0	Strep_C14159	0	True
WP_037630298.1	Strep_C14160A0	Strep_C14160	0	True
WP_003971453.1	Strep_C14161A0	Strep_C14161	0	True
WP_011031832.1	Strep_C14161A1	Strep_C14161	1	False
WP_003974487.1	Strep_C14162A0	Strep_C14162	0	True
WP_003976290.1	Strep_C14163A0	Strep_C14163	0	True
WP_011028397.1	Strep_C14163A1	Strep_C14163	1	False
WP_003977751.1	Strep_C14164A0	Strep_C14164	0	True
WP_003978288.1	Strep_C14165A0	Strep_C14165	0	True
WP_016326751.1	Strep_C14166A0	Strep_C14166	0	True
WP_016327384.1	Strep_C14167A0	Strep_C14167	0	True
WP_234328725.1	Strep_C14167A1	Strep_C14167	1	False
WP_045557405.1	Strep_C14168A0	Strep_C14168	0	True
WP_010359058.1	Strep_C14168A1	Strep_C14168	1	False
WP_003977803.1	Strep_C14169A0	Strep_C14169	0	False
WP_045561776.1	Strep_C14169A1	Strep_C14169	1	True
WP_013005690.1	Strep_C14169A2	Strep_C14169	2	False
WP_086798647.1	Strep_C14169A3	Strep_C14169	3	False
WP_328842079.1	Strep_C14170A0	Strep_C14170	0	False
WP_045563284.1	Strep_C14170A1	Strep_C14170	1	True
WP_237312947.1	Strep_C14170A2	Strep_C14170	2	False
WP_012999405.1	Strep_C14170A3	Strep_C14170	3	False
WP_086801339.1	Strep_C14170A4	Strep_C14170	4	False
WP_086801437.1	Strep_C14170A5	Strep_C14170	5	False
WP_010359098.1	Strep_C14170A6	Strep_C14170	6	False
WP_052683094.1	Strep_C14171A0	Strep_C14171	0	True
WP_078853857.1	Strep_C14172A0	Strep_C14172	0	True
WP_192364531.1	Strep_C14172A1	Strep_C14172	1	False
WP_234442432.1	Strep_C14173A0	Strep_C14173	0	True
WP_225617824.1	Strep_C14173A1	Strep_C14173	1	False
WP_237270966.1	Strep_C14174A0	Strep_C14174	0	True
WP_225618107.1	Strep_C14174A1	Strep_C14174	1	False
WP_237310476.1	Strep_C14175A0	Strep_C14175	0	True
WP_003974887.1	Strep_C14176A0	Strep_C14176	0	False
WP_011029423.1	Strep_C14176A1	Strep_C14176	1	True
WP_328839549.1	Strep_C14177A0	Strep_C14177	0	False
WP_011031055.1	Strep_C14177A1	Strep_C14177	1	True
WP_192364247.1	Strep_C14177A2	Strep_C14177	2	False
WP_011031471.1	Strep_C14178A0	Strep_C14178	0	True
WP_231909196.1	Strep_C14179A0	Strep_C14179	0	True
WP_328836408.1	Strep_C14180A0	Strep_C14180	0	False
WP_369277347.1	Strep_C14180A1	Strep_C14180	1	False
WP_003978600.1	Strep_C14180A2	Strep_C14180	2	False
WP_237313053.1	Strep_C14180A3	Strep_C14180	3	False
WP_012999739.1	Strep_C14180A4	Strep_C14180	4	True
WP_086803482.1	Strep_C14180A5	Strep_C14180	5	False
WP_013001981.1	Strep_C14181A0	Strep_C14181	0	True
WP_192364908.1	Strep_C14181A1	Strep_C14181	1	False
WP_328841038.1	Strep_C14182A0	Strep_C14182	0	False
WP_093788997.1	Strep_C14182A1	Strep_C14182	1	False
WP_013005870.1	Strep_C14182A2	Strep_C14182	2	True
WP_013006390.1	Strep_C14183A0	Strep_C14183	0	True
WP_010359673.1	Strep_C14183A1	Strep_C14183	1	False
WP_003949763.1	Strep_C14184A0	Strep_C14184	0	False
WP_037726905.1	Strep_C14184A1	Strep_C14184	1	True
WP_010360939.1	Strep_C14184A2	Strep_C14184	2	False
WP_003974575.1	Strep_C14185A0	Strep_C14185	0	False
WP_086803979.1	Strep_C14185A1	Strep_C14185	1	True
WP_192361627.1	Strep_C14186A0	Strep_C14186	0	True
WP_410468883.1	Strep_C14187A0	Strep_C14187	0	True
WP_010350989.1	Strep_C14188A0	Strep_C14188	0	True
WP_010352153.1	Strep_C14189A0	Strep_C14189	0	True
WP_328840060.1	Strep_C14190A0	Strep_C14190	0	False
WP_369277866.1	Strep_C14190A1	Strep_C14190	1	False
WP_093791895.1	Strep_C14190A2	Strep_C14190	2	False
WP_013004779.1	Strep_C14190A3	Strep_C14190	3	False
WP_192364662.1	Strep_C14190A4	Strep_C14190	4	False
WP_010354372.1	Strep_C14190A5	Strep_C14190	5	True
WP_010354812.1	Strep_C14191A0	Strep_C14191	0	True
WP_010358978.1	Strep_C14192A0	Strep_C14192	0	True
WP_328835272.1	Strep_C14193A0	Strep_C14193	0	True
WP_369280601.1	Strep_C14193A1	Strep_C14193	1	False
WP_328835528.1	Strep_C14194A0	Strep_C14194	0	True
WP_012998541.1	Strep_C14194A1	Strep_C14194	1	False
WP_328837851.1	Strep_C14195A0	Strep_C14195	0	True
WP_328838077.1	Strep_C14196A0	Strep_C14196	0	True
WP_045558602.1	Strep_C14196A1	Strep_C14196	1	False
WP_013002147.1	Strep_C14196A2	Strep_C14196	2	False
WP_192361402.1	Strep_C14196A3	Strep_C14196	3	False
WP_328838091.1	Strep_C14197A0	Strep_C14197	0	True
WP_328838094.1	Strep_C14198A0	Strep_C14198	0	True
WP_237314001.1	Strep_C14198A1	Strep_C14198	1	False
WP_192361424.1	Strep_C14198A2	Strep_C14198	2	False
WP_328838221.1	Strep_C14199A0	Strep_C14199	0	True
WP_045558448.1	Strep_C14199A1	Strep_C14199	1	False
WP_192361539.1	Strep_C14199A2	Strep_C14199	2	False
WP_328839304.1	Strep_C14200A0	Strep_C14200	0	True
WP_328840328.1	Strep_C14201A0	Strep_C14201	0	True
WP_041670070.1	Strep_C14201A1	Strep_C14201	1	False
WP_328840652.1	Strep_C14202A0	Strep_C14202	0	True
WP_328841174.1	Strep_C14203A0	Strep_C14203	0	True
WP_013005995.1	Strep_C14203A1	Strep_C14203	1	False
WP_413254439.1	Strep_C14204A0	Strep_C14204	0	True
WP_086771258.1	Strep_C14204A1	Strep_C14204	1	False
WP_010641955.1	Strep_C14204A2	Strep_C14204	2	False
WP_003973423.1	Strep_C14204A3	Strep_C14204	3	False
WP_045561473.1	Strep_C14204A4	Strep_C14204	4	False
WP_013000429.1	Strep_C14204A5	Strep_C14204	5	False
WP_086801812.1	Strep_C14204A6	Strep_C14204	6	False
WP_010353874.1	Strep_C14204A7	Strep_C14204	7	False
WP_012999985.1	Strep_C14205A0	Strep_C14205	0	True
WP_086770688.1	Strep_C14206A0	Strep_C14206	0	True
WP_150470374.1	Strep_C14207A0	Strep_C14207	0	True
WP_093788445.1	Strep_C14207A1	Strep_C14207	1	False
WP_229894587.1	Strep_C14208A0	Strep_C14208	0	True
WP_029184352.1	Strep_C14208A1	Strep_C14208	1	False
WP_369277075.1	Strep_C14209A0	Strep_C14209	0	True
WP_003948363.1	Strep_C14209A1	Strep_C14209	1	False
WP_003978401.1	Strep_C14209A2	Strep_C14209	2	False
WP_011027137.1	Strep_C14209A3	Strep_C14209	3	False
WP_369277756.1	Strep_C14210A0	Strep_C14210	0	True
WP_369278553.1	Strep_C14211A0	Strep_C14211	0	True
WP_369280151.1	Strep_C14212A0	Strep_C14212	0	True
WP_045555849.1	Strep_C14212A1	Strep_C14212	1	False
WP_013006054.1	Strep_C14212A2	Strep_C14212	2	False
WP_010357310.1	Strep_C14212A3	Strep_C14212	3	False
WP_369280783.1	Strep_C14213A0	Strep_C14213	0	True
WP_003947679.1	Strep_C14214A0	Strep_C14214	0	True
WP_328839660.1	Strep_C14215A0	Strep_C14215	0	False
WP_150470624.1	Strep_C14215A1	Strep_C14215	1	False
WP_003947688.1	Strep_C14215A2	Strep_C14215	2	True
WP_003976622.1	Strep_C14215A3	Strep_C14215	3	False
WP_078853250.1	Strep_C14215A4	Strep_C14215	4	False
WP_061335459.1	Strep_C14215A5	Strep_C14215	5	False
WP_086798696.1	Strep_C14215A6	Strep_C14215	6	False
WP_010352017.1	Strep_C14215A7	Strep_C14215	7	False
WP_003949169.1	Strep_C14216A0	Strep_C14216	0	True
WP_003949724.1	Strep_C14217A0	Strep_C14217	0	True
WP_003950297.1	Strep_C14218A0	Strep_C14218	0	True
WP_003951488.1	Strep_C14219A0	Strep_C14219	0	True
WP_008409643.1	Strep_C14220A0	Strep_C14220	0	True
WP_010640791.1	Strep_C14221A0	Strep_C14221	0	True
WP_015507419.1	Strep_C14222A0	Strep_C14222	0	True
WP_015507431.1	Strep_C14223A0	Strep_C14223	0	True
WP_015507940.1	Strep_C14224A0	Strep_C14224	0	True
WP_037629979.1	Strep_C14225A0	Strep_C14225	0	True
WP_029184095.1	Strep_C14225A1	Strep_C14225	1	False
WP_003972359.1	Strep_C14226A0	Strep_C14226	0	True
WP_011031047.1	Strep_C14226A1	Strep_C14226	1	False
WP_003973737.1	Strep_C14227A0	Strep_C14227	0	True
WP_003973881.1	Strep_C14228A0	Strep_C14228	0	True
WP_011030055.1	Strep_C14228A1	Strep_C14228	1	False
WP_010356212.1	Strep_C14228A2	Strep_C14228	2	False
WP_003975342.1	Strep_C14229A0	Strep_C14229	0	True
WP_011029112.1	Strep_C14229A1	Strep_C14229	1	False
WP_003978357.1	Strep_C14230A0	Strep_C14230	0	True
WP_011027169.1	Strep_C14230A1	Strep_C14230	1	False
WP_037667409.1	Strep_C14231A0	Strep_C14231	0	True
WP_037897986.1	Strep_C14231A1	Strep_C14231	1	False
WP_328839448.1	Strep_C14232A0	Strep_C14232	0	False
WP_365267936.1	Strep_C14232A1	Strep_C14232	1	False
WP_003976411.1	Strep_C14232A2	Strep_C14232	2	False
WP_045557909.1	Strep_C14232A3	Strep_C14232	3	True
