gene	strain_count	frequency_percent
Strep_C6867	1	11.11111111111111
Strep_C6868	1	11.11111111111111
Strep_C686	1	11.11111111111111
Strep_C6870	1	11.11111111111111
Strep_C6871	1	11.11111111111111
Strep_C6874	1	11.11111111111111
Strep_C6884	1	11.11111111111111
Strep_C688	1	11.11111111111111
Strep_C6891	1	11.11111111111111
Strep_C6894	1	11.11111111111111
Strep_C6896	1	11.11111111111111
Strep_C6897	1	11.11111111111111
Strep_C6899	1	11.11111111111111
Strep_C689	1	11.11111111111111
Strep_C68	1	11.11111111111111
Strep_C6901	1	11.11111111111111
Strep_C6902	1	11.11111111111111
Strep_C6903	1	11.11111111111111
Strep_C6907	1	11.11111111111111
Strep_C6909	1	11.11111111111111
Strep_C690	1	11.11111111111111
Strep_C6910	1	11.11111111111111
Strep_C6913	1	11.11111111111111
Strep_C6852	1	11.11111111111111
Strep_C6850	1	11.11111111111111
Strep_C678	1	11.11111111111111
Strep_C684	1	11.11111111111111
Strep_C6795	1	11.11111111111111
Strep_C6796	1	11.11111111111111
Strep_C67	1	11.11111111111111
Strep_C6800	1	11.11111111111111
Strep_C6802	1	11.11111111111111
Strep_C6804	1	11.11111111111111
Strep_C6807	1	11.11111111111111
Strep_C6808	1	11.11111111111111
Strep_C6809	1	11.11111111111111
Strep_C680	1	11.11111111111111
Strep_C6811	1	11.11111111111111
Strep_C6812	1	11.11111111111111
Strep_C6813	1	11.11111111111111
Strep_C6819	1	11.11111111111111
Strep_C6821	1	11.11111111111111
Strep_C6822	1	11.11111111111111
Strep_C6823	1	11.11111111111111
Strep_C6825	1	11.11111111111111
Strep_C6826	1	11.11111111111111
Strep_C6828	1	11.11111111111111
Strep_C6829	1	11.11111111111111
Strep_C682	1	11.11111111111111
Strep_C6830	1	11.11111111111111
Strep_C6831	1	11.11111111111111
Strep_C683	1	11.11111111111111
Strep_C6840	1	11.11111111111111
Strep_C6846	1	11.11111111111111
Strep_C6848	1	11.11111111111111
Strep_C6849	1	11.11111111111111
Strep_C8093	1	11.11111111111111
Strep_C8094	1	11.11111111111111
Strep_C8095	1	11.11111111111111
Strep_C9363	1	11.11111111111111
Strep_C9342	1	11.11111111111111
Strep_C9343	1	11.11111111111111
Strep_C9344	1	11.11111111111111
Strep_C9346	1	11.11111111111111
Strep_C9347	1	11.11111111111111
Strep_C9348	1	11.11111111111111
Strep_C9349	1	11.11111111111111
Strep_C934	1	11.11111111111111
Strep_C9350	1	11.11111111111111
Strep_C9351	1	11.11111111111111
Strep_C9352	1	11.11111111111111
Strep_C9353	1	11.11111111111111
Strep_C9361	1	11.11111111111111
Strep_C9362	1	11.11111111111111
Strep_C9364	1	11.11111111111111
Strep_C938	1	11.11111111111111
Strep_C9366	1	11.11111111111111
Strep_C9367	1	11.11111111111111
Strep_C9368	1	11.11111111111111
Strep_C9369	1	11.11111111111111
Strep_C9370	1	11.11111111111111
Strep_C9372	1	11.11111111111111
Strep_C9374	1	11.11111111111111
Strep_C9375	1	11.11111111111111
Strep_C9377	1	11.11111111111111
Strep_C9378	1	11.11111111111111
Strep_C9379	1	11.11111111111111
Strep_C937	1	11.11111111111111
Strep_C9384	1	11.11111111111111
Strep_C9385	1	11.11111111111111
Strep_C9341	1	11.11111111111111
Strep_C9340	1	11.11111111111111
Strep_C9336	1	11.11111111111111
Strep_C9334	1	11.11111111111111
Strep_C9275	1	11.11111111111111
Strep_C9276	1	11.11111111111111
Strep_C9277	1	11.11111111111111
Strep_C927	1	11.11111111111111
Strep_C9282	1	11.11111111111111
Strep_C9283	1	11.11111111111111
Strep_C9284	1	11.11111111111111
Strep_C9286	1	11.11111111111111
Strep_C9287	1	11.11111111111111
Strep_C9289	1	11.11111111111111
Strep_C9293	1	11.11111111111111
Strep_C9298	1	11.11111111111111
Strep_C929	1	11.11111111111111
Strep_C92	1	11.11111111111111
Strep_C9301	1	11.11111111111111
Strep_C9304	1	11.11111111111111
Strep_C9305	1	11.11111111111111
Strep_C9306	1	11.11111111111111
Strep_C9313	1	11.11111111111111
Strep_C9315	1	11.11111111111111
Strep_C9316	1	11.11111111111111
Strep_C9322	1	11.11111111111111
Strep_C9325	1	11.11111111111111
Strep_C9326	1	11.11111111111111
Strep_C9328	1	11.11111111111111
Strep_C9329	1	11.11111111111111
Strep_C9330	1	11.11111111111111
Strep_C9331	1	11.11111111111111
Strep_C9332	1	11.11111111111111
Strep_C9388	1	11.11111111111111
Strep_C9391	1	11.11111111111111
Strep_C9040	1	11.11111111111111
Strep_C9488	1	11.11111111111111
Strep_C945	1	11.11111111111111
Strep_C9464	1	11.11111111111111
Strep_C9465	1	11.11111111111111
Strep_C9466	1	11.11111111111111
Strep_C9469	1	11.11111111111111
Strep_C9470	1	11.11111111111111
Strep_C9473	1	11.11111111111111
Strep_C9474	1	11.11111111111111
Strep_C9476	1	11.11111111111111
Strep_C9478	1	11.11111111111111
Strep_C947	1	11.11111111111111
Strep_C9481	1	11.11111111111111
Strep_C9482	1	11.11111111111111
Strep_C9486	1	11.11111111111111
Strep_C9489	1	11.11111111111111
Strep_C9392	1	11.11111111111111
Strep_C9490	1	11.11111111111111
Strep_C9491	1	11.11111111111111
Strep_C9492	1	11.11111111111111
Strep_C9494	1	11.11111111111111
Strep_C9496	1	11.11111111111111
Strep_C9498	1	11.11111111111111
Strep_C9499	1	11.11111111111111
Strep_C949	1	11.11111111111111
Strep_C94	1	11.11111111111111
Strep_C9501	1	11.11111111111111
Strep_C9502	1	11.11111111111111
Strep_C9510	1	11.11111111111111
Strep_C9513	1	11.11111111111111
Strep_C9517	1	11.11111111111111
Strep_C9459	1	11.11111111111111
Strep_C9458	1	11.11111111111111
Strep_C9457	1	11.11111111111111
Strep_C9455	1	11.11111111111111
Strep_C9393	1	11.11111111111111
Strep_C9394	1	11.11111111111111
Strep_C9399	1	11.11111111111111
Strep_C939	1	11.11111111111111
Strep_C9405	1	11.11111111111111
Strep_C9406	1	11.11111111111111
Strep_C9408	1	11.11111111111111
Strep_C940	1	11.11111111111111
Strep_C9411	1	11.11111111111111
Strep_C9414	1	11.11111111111111
Strep_C9415	1	11.11111111111111
Strep_C9416	1	11.11111111111111
Strep_C941	1	11.11111111111111
Strep_C9421	1	11.11111111111111
Strep_C9423	1	11.11111111111111
Strep_C9424	1	11.11111111111111
Strep_C9425	1	11.11111111111111
Strep_C9426	1	11.11111111111111
Strep_C9428	1	11.11111111111111
Strep_C9429	1	11.11111111111111
Strep_C9430	1	11.11111111111111
Strep_C9431	1	11.11111111111111
Strep_C9437	1	11.11111111111111
Strep_C9440	1	11.11111111111111
Strep_C9441	1	11.11111111111111
Strep_C9447	1	11.11111111111111
Strep_C9448	1	11.11111111111111
Strep_C9449	1	11.11111111111111
Strep_C9450	1	11.11111111111111
Strep_C9273	1	11.11111111111111
Strep_C9270	1	11.11111111111111
Strep_C9267	1	11.11111111111111
Strep_C910	1	11.11111111111111
Strep_C9087	1	11.11111111111111
Strep_C9088	1	11.11111111111111
Strep_C908	1	11.11111111111111
Strep_C9092	1	11.11111111111111
Strep_C9094	1	11.11111111111111
Strep_C909	1	11.11111111111111
Strep_C9102	1	11.11111111111111
Strep_C9103	1	11.11111111111111
Strep_C9104	1	11.11111111111111
Strep_C9105	1	11.11111111111111
Strep_C9106	1	11.11111111111111
Strep_C9107	1	11.11111111111111
Strep_C9108	1	11.11111111111111
Strep_C9109	1	11.11111111111111
Strep_C9110	1	11.11111111111111
Strep_C9266	1	11.11111111111111
Strep_C9111	1	11.11111111111111
Strep_C9113	1	11.11111111111111
Strep_C9120	1	11.11111111111111
Strep_C9121	1	11.11111111111111
Strep_C9127	1	11.11111111111111
Strep_C912	1	11.11111111111111
Strep_C9133	1	11.11111111111111
Strep_C9136	1	11.11111111111111
Strep_C9137	1	11.11111111111111
Strep_C9139	1	11.11111111111111
Strep_C913	1	11.11111111111111
Strep_C9140	1	11.11111111111111
Strep_C9141	1	11.11111111111111
Strep_C9143	1	11.11111111111111
Strep_C9086	1	11.11111111111111
Strep_C9085	1	11.11111111111111
Strep_C9084	1	11.11111111111111
Strep_C9083	1	11.11111111111111
Strep_C9043	1	11.11111111111111
Strep_C9048	1	11.11111111111111
Strep_C9049	1	11.11111111111111
Strep_C904	1	11.11111111111111
Strep_C9051	1	11.11111111111111
Strep_C9054	1	11.11111111111111
Strep_C9055	1	11.11111111111111
Strep_C9056	1	11.11111111111111
Strep_C9057	1	11.11111111111111
Strep_C9059	1	11.11111111111111
Strep_C9060	1	11.11111111111111
Strep_C9061	1	11.11111111111111
Strep_C9062	1	11.11111111111111
Strep_C9063	1	11.11111111111111
Strep_C9064	1	11.11111111111111
Strep_C9066	1	11.11111111111111
Strep_C9068	1	11.11111111111111
Strep_C906	1	11.11111111111111
Strep_C9071	1	11.11111111111111
Strep_C9072	1	11.11111111111111
Strep_C9075	1	11.11111111111111
Strep_C9076	1	11.11111111111111
Strep_C9077	1	11.11111111111111
Strep_C9078	1	11.11111111111111
Strep_C9079	1	11.11111111111111
Strep_C907	1	11.11111111111111
Strep_C9080	1	11.11111111111111
Strep_C9081	1	11.11111111111111
Strep_C9082	1	11.11111111111111
Strep_C9145	1	11.11111111111111
Strep_C9146	1	11.11111111111111
Strep_C9147	1	11.11111111111111
Strep_C9208	1	11.11111111111111
Strep_C9210	1	11.11111111111111
Strep_C9211	1	11.11111111111111
Strep_C9212	1	11.11111111111111
Strep_C9213	1	11.11111111111111
Strep_C9214	1	11.11111111111111
Strep_C921	1	11.11111111111111
Strep_C9222	1	11.11111111111111
Strep_C9224	1	11.11111111111111
Strep_C9226	1	11.11111111111111
Strep_C9228	1	11.11111111111111
Strep_C9229	1	11.11111111111111
Strep_C922	1	11.11111111111111
Strep_C9230	1	11.11111111111111
Strep_C9233	1	11.11111111111111
Strep_C9234	1	11.11111111111111
Strep_C9235	1	11.11111111111111
Strep_C9236	1	11.11111111111111
Strep_C9238	1	11.11111111111111
Strep_C9239	1	11.11111111111111
Strep_C923	1	11.11111111111111
Strep_C9241	1	11.11111111111111
Strep_C9244	1	11.11111111111111
Strep_C9255	1	11.11111111111111
Strep_C9256	1	11.11111111111111
Strep_C9257	1	11.11111111111111
Strep_C9258	1	11.11111111111111
Strep_C9259	1	11.11111111111111
Strep_C9260	1	11.11111111111111
Strep_C9263	1	11.11111111111111
Strep_C9209	1	11.11111111111111
Strep_C9207	1	11.11111111111111
Strep_C9149	1	11.11111111111111
Strep_C9203	1	11.11111111111111
Strep_C9150	1	11.11111111111111
Strep_C9151	1	11.11111111111111
Strep_C9152	1	11.11111111111111
Strep_C9153	1	11.11111111111111
Strep_C9154	1	11.11111111111111
Strep_C9159	1	11.11111111111111
Strep_C915	1	11.11111111111111
Strep_C9161	1	11.11111111111111
Strep_C9162	1	11.11111111111111
Strep_C9165	1	11.11111111111111
Strep_C9167	1	11.11111111111111
Strep_C916	1	11.11111111111111
Strep_C9170	1	11.11111111111111
Strep_C917	1	11.11111111111111
Strep_C9182	1	11.11111111111111
Strep_C9183	1	11.11111111111111
Strep_C9185	1	11.11111111111111
Strep_C9188	1	11.11111111111111
Strep_C9189	1	11.11111111111111
Strep_C9190	1	11.11111111111111
Strep_C9191	1	11.11111111111111
Strep_C9192	1	11.11111111111111
Strep_C9193	1	11.11111111111111
Strep_C9194	1	11.11111111111111
Strep_C9195	1	11.11111111111111
Strep_C9197	1	11.11111111111111
Strep_C9198	1	11.11111111111111
Strep_C919	1	11.11111111111111
Strep_C91	1	11.11111111111111
Strep_C951	1	11.11111111111111
Strep_C9520	1	11.11111111111111
Strep_C9522	1	11.11111111111111
Strep_C983	1	11.11111111111111
Strep_C981	1	11.11111111111111
Strep_C9822	1	11.11111111111111
Strep_C9823	1	11.11111111111111
Strep_C9824	1	11.11111111111111
Strep_C9825	1	11.11111111111111
Strep_C9826	1	11.11111111111111
Strep_C9827	1	11.11111111111111
Strep_C9829	1	11.11111111111111
Strep_C9830	1	11.11111111111111
Strep_C9831	1	11.11111111111111
Strep_C9832	1	11.11111111111111
Strep_C9833	1	11.11111111111111
Strep_C9835	1	11.11111111111111
Strep_C9836	1	11.11111111111111
Strep_C9845	1	11.11111111111111
Strep_C9764	1	11.11111111111111
Strep_C984	1	11.11111111111111
Strep_C9850	1	11.11111111111111
Strep_C9851	1	11.11111111111111
Strep_C9852	1	11.11111111111111
Strep_C9853	1	11.11111111111111
Strep_C9854	1	11.11111111111111
Strep_C9855	1	11.11111111111111
Strep_C9856	1	11.11111111111111
Strep_C9857	1	11.11111111111111
Strep_C9858	1	11.11111111111111
Strep_C985	1	11.11111111111111
Strep_C9864	1	11.11111111111111
Strep_C9865	1	11.11111111111111
Strep_C9866	1	11.11111111111111
Strep_C9819	1	11.11111111111111
Strep_C9818	1	11.11111111111111
Strep_C9816	1	11.11111111111111
Strep_C9815	1	11.11111111111111
Strep_C9766	1	11.11111111111111
Strep_C9767	1	11.11111111111111
Strep_C9768	1	11.11111111111111
Strep_C9769	1	11.11111111111111
Strep_C976	1	11.11111111111111
Strep_C9770	1	11.11111111111111
Strep_C9771	1	11.11111111111111
Strep_C9775	1	11.11111111111111
Strep_C9777	1	11.11111111111111
Strep_C9778	1	11.11111111111111
Strep_C9781	1	11.11111111111111
Strep_C9783	1	11.11111111111111
Strep_C9784	1	11.11111111111111
Strep_C9785	1	11.11111111111111
Strep_C9796	1	11.11111111111111
Strep_C9799	1	11.11111111111111
Strep_C979	1	11.11111111111111
Strep_C97	1	11.11111111111111
Strep_C9802	1	11.11111111111111
Strep_C9804	1	11.11111111111111
Strep_C9805	1	11.11111111111111
Strep_C9806	1	11.11111111111111
Strep_C9807	1	11.11111111111111
Strep_C9808	1	11.11111111111111
Strep_C9809	1	11.11111111111111
Strep_C980	1	11.11111111111111
Strep_C9810	1	11.11111111111111
Strep_C9813	1	11.11111111111111
Strep_C9814	1	11.11111111111111
Strep_C9872	1	11.11111111111111
Strep_C9874	1	11.11111111111111
Strep_C9880	1	11.11111111111111
Strep_C993	1	11.11111111111111
Strep_C9943	1	11.11111111111111
Strep_C9945	1	11.11111111111111
Strep_C9946	1	11.11111111111111
Strep_C9947	1	11.11111111111111
Strep_C9956	1	11.11111111111111
Strep_C9959	1	11.11111111111111
Strep_C995	1	11.11111111111111
Strep_C9960	1	11.11111111111111
Strep_C9962	1	11.11111111111111
Strep_C9963	1	11.11111111111111
Strep_C9964	1	11.11111111111111
Strep_C9967	1	11.11111111111111
Strep_C9968	1	11.11111111111111
Strep_C9969	1	11.11111111111111
Strep_C996	1	11.11111111111111
Strep_C9970	1	11.11111111111111
Strep_C9971	1	11.11111111111111
Strep_C9972	1	11.11111111111111
Strep_C9973	1	11.11111111111111
Strep_C9974	1	11.11111111111111
Strep_C9975	1	11.11111111111111
Strep_C997	1	11.11111111111111
Strep_C9980	1	11.11111111111111
Strep_C9981	1	11.11111111111111
Strep_C9982	1	11.11111111111111
Strep_C9989	1	11.11111111111111
Strep_C9991	1	11.11111111111111
Strep_C9994	1	11.11111111111111
Strep_C9997	1	11.11111111111111
Strep_C9941	1	11.11111111111111
Strep_C9939	1	11.11111111111111
Strep_C9882	1	11.11111111111111
Strep_C9938	1	11.11111111111111
Strep_C9883	1	11.11111111111111
Strep_C9884	1	11.11111111111111
Strep_C9885	1	11.11111111111111
Strep_C9895	1	11.11111111111111
Strep_C9896	1	11.11111111111111
Strep_C9897	1	11.11111111111111
Strep_C98	1	11.11111111111111
Strep_C9900	1	11.11111111111111
Strep_C9901	1	11.11111111111111
Strep_C9903	1	11.11111111111111
Strep_C9904	1	11.11111111111111
Strep_C9905	1	11.11111111111111
Strep_C9909	1	11.11111111111111
Strep_C990	1	11.11111111111111
Strep_C9910	1	11.11111111111111
Strep_C9912	1	11.11111111111111
Strep_C9913	1	11.11111111111111
Strep_C9914	1	11.11111111111111
Strep_C9915	1	11.11111111111111
Strep_C9917	1	11.11111111111111
Strep_C991	1	11.11111111111111
Strep_C9921	1	11.11111111111111
Strep_C9922	1	11.11111111111111
Strep_C9928	1	11.11111111111111
Strep_C992	1	11.11111111111111
Strep_C9932	1	11.11111111111111
Strep_C9933	1	11.11111111111111
Strep_C9935	1	11.11111111111111
Strep_C9936	1	11.11111111111111
Strep_C9765	1	11.11111111111111
Strep_C9763	1	11.11111111111111
Strep_C9523	1	11.11111111111111
Strep_C9608	1	11.11111111111111
Strep_C9588	1	11.11111111111111
Strep_C9589	1	11.11111111111111
Strep_C958	1	11.11111111111111
Strep_C9590	1	11.11111111111111
Strep_C9591	1	11.11111111111111
Strep_C9592	1	11.11111111111111
Strep_C9593	1	11.11111111111111
Strep_C9594	1	11.11111111111111
Strep_C9595	1	11.11111111111111
Strep_C9596	1	11.11111111111111
Strep_C9597	1	11.11111111111111
Strep_C9598	1	11.11111111111111
Strep_C9599	1	11.11111111111111
Strep_C95	1	11.11111111111111
Strep_C9611	1	11.11111111111111
Strep_C9762	1	11.11111111111111
Strep_C9612	1	11.11111111111111
Strep_C9614	1	11.11111111111111
Strep_C9615	1	11.11111111111111
Strep_C9616	1	11.11111111111111
Strep_C9617	1	11.11111111111111
Strep_C961	1	11.11111111111111
Strep_C9620	1	11.11111111111111
Strep_C9625	1	11.11111111111111
Strep_C9630	1	11.11111111111111
Strep_C9631	1	11.11111111111111
Strep_C9632	1	11.11111111111111
Strep_C9634	1	11.11111111111111
Strep_C9635	1	11.11111111111111
Strep_C9637	1	11.11111111111111
Strep_C9587	1	11.11111111111111
Strep_C9586	1	11.11111111111111
Strep_C9584	1	11.11111111111111
Strep_C9582	1	11.11111111111111
Strep_C9524	1	11.11111111111111
Strep_C952	1	11.11111111111111
Strep_C9530	1	11.11111111111111
Strep_C9532	1	11.11111111111111
Strep_C9533	1	11.11111111111111
Strep_C9536	1	11.11111111111111
Strep_C9539	1	11.11111111111111
Strep_C953	1	11.11111111111111
Strep_C9540	1	11.11111111111111
Strep_C9541	1	11.11111111111111
Strep_C9542	1	11.11111111111111
Strep_C9543	1	11.11111111111111
Strep_C9545	1	11.11111111111111
Strep_C9546	1	11.11111111111111
Strep_C9548	1	11.11111111111111
Strep_C954	1	11.11111111111111
Strep_C9551	1	11.11111111111111
Strep_C9555	1	11.11111111111111
Strep_C9556	1	11.11111111111111
Strep_C9557	1	11.11111111111111
Strep_C9558	1	11.11111111111111
Strep_C9560	1	11.11111111111111
Strep_C9563	1	11.11111111111111
Strep_C9565	1	11.11111111111111
Strep_C9566	1	11.11111111111111
Strep_C9568	1	11.11111111111111
Strep_C956	1	11.11111111111111
Strep_C9573	1	11.11111111111111
Strep_C9578	1	11.11111111111111
Strep_C9638	1	11.11111111111111
Strep_C9639	1	11.11111111111111
Strep_C9640	1	11.11111111111111
Strep_C9705	1	11.11111111111111
Strep_C9708	1	11.11111111111111
Strep_C9709	1	11.11111111111111
Strep_C970	1	11.11111111111111
Strep_C9710	1	11.11111111111111
Strep_C9716	1	11.11111111111111
Strep_C9718	1	11.11111111111111
Strep_C9719	1	11.11111111111111
Strep_C9720	1	11.11111111111111
Strep_C9723	1	11.11111111111111
Strep_C9725	1	11.11111111111111
Strep_C9726	1	11.11111111111111
Strep_C9727	1	11.11111111111111
Strep_C9728	1	11.11111111111111
Strep_C9729	1	11.11111111111111
Strep_C9730	1	11.11111111111111
Strep_C9731	1	11.11111111111111
Strep_C9732	1	11.11111111111111
Strep_C9740	1	11.11111111111111
Strep_C9742	1	11.11111111111111
Strep_C9743	1	11.11111111111111
Strep_C9745	1	11.11111111111111
Strep_C9746	1	11.11111111111111
Strep_C9752	1	11.11111111111111
Strep_C9754	1	11.11111111111111
Strep_C9755	1	11.11111111111111
Strep_C9756	1	11.11111111111111
Strep_C975	1	11.11111111111111
Strep_C9760	1	11.11111111111111
Strep_C9761	1	11.11111111111111
Strep_C9707	1	11.11111111111111
Strep_C9704	1	11.11111111111111
Strep_C9643	1	11.11111111111111
Strep_C9703	1	11.11111111111111
Strep_C9647	1	11.11111111111111
Strep_C9649	1	11.11111111111111
Strep_C964	1	11.11111111111111
Strep_C9650	1	11.11111111111111
Strep_C9658	1	11.11111111111111
Strep_C965	1	11.11111111111111
Strep_C9662	1	11.11111111111111
Strep_C9663	1	11.11111111111111
Strep_C9664	1	11.11111111111111
Strep_C9665	1	11.11111111111111
Strep_C9666	1	11.11111111111111
Strep_C9668	1	11.11111111111111
Strep_C9669	1	11.11111111111111
Strep_C966	1	11.11111111111111
Strep_C9670	1	11.11111111111111
Strep_C9671	1	11.11111111111111
Strep_C9672	1	11.11111111111111
Strep_C9673	1	11.11111111111111
Strep_C967	1	11.11111111111111
Strep_C9686	1	11.11111111111111
Strep_C968	1	11.11111111111111
Strep_C9690	1	11.11111111111111
Strep_C9692	1	11.11111111111111
Strep_C9693	1	11.11111111111111
Strep_C9696	1	11.11111111111111
Strep_C9699	1	11.11111111111111
Strep_C96	1	11.11111111111111
Strep_C9701	1	11.11111111111111
Strep_C9702	1	11.11111111111111
Strep_C9042	1	11.11111111111111
Strep_C903	1	11.11111111111111
Strep_C8097	1	11.11111111111111
Strep_C8441	1	11.11111111111111
Strep_C8410	1	11.11111111111111
Strep_C8411	1	11.11111111111111
Strep_C8414	1	11.11111111111111
Strep_C8417	1	11.11111111111111
Strep_C8419	1	11.11111111111111
Strep_C8422	1	11.11111111111111
Strep_C8425	1	11.11111111111111
Strep_C8426	1	11.11111111111111
Strep_C842	1	11.11111111111111
Strep_C8433	1	11.11111111111111
Strep_C8435	1	11.11111111111111
Strep_C8437	1	11.11111111111111
Strep_C8439	1	11.11111111111111
Strep_C843	1	11.11111111111111
Strep_C8442	1	11.11111111111111
Strep_C8475	1	11.11111111111111
Strep_C8443	1	11.11111111111111
Strep_C8444	1	11.11111111111111
Strep_C8450	1	11.11111111111111
Strep_C8455	1	11.11111111111111
Strep_C8456	1	11.11111111111111
Strep_C8457	1	11.11111111111111
Strep_C8459	1	11.11111111111111
Strep_C8460	1	11.11111111111111
Strep_C8461	1	11.11111111111111
Strep_C8468	1	11.11111111111111
Strep_C8469	1	11.11111111111111
Strep_C8471	1	11.11111111111111
Strep_C8472	1	11.11111111111111
Strep_C8473	1	11.11111111111111
Strep_C840	1	11.11111111111111
Strep_C8409	1	11.11111111111111
Strep_C8408	1	11.11111111111111
Strep_C8407	1	11.11111111111111
Strep_C8340	1	11.11111111111111
Strep_C8341	1	11.11111111111111
Strep_C8342	1	11.11111111111111
Strep_C8345	1	11.11111111111111
Strep_C8348	1	11.11111111111111
Strep_C8349	1	11.11111111111111
Strep_C8351	1	11.11111111111111
Strep_C8352	1	11.11111111111111
Strep_C8356	1	11.11111111111111
Strep_C8357	1	11.11111111111111
Strep_C8358	1	11.11111111111111
Strep_C835	1	11.11111111111111
Strep_C8360	1	11.11111111111111
Strep_C8369	1	11.11111111111111
Strep_C8374	1	11.11111111111111
Strep_C8377	1	11.11111111111111
Strep_C8378	1	11.11111111111111
Strep_C837	1	11.11111111111111
Strep_C8386	1	11.11111111111111
Strep_C8387	1	11.11111111111111
Strep_C8389	1	11.11111111111111
Strep_C838	1	11.11111111111111
Strep_C8392	1	11.11111111111111
Strep_C8393	1	11.11111111111111
Strep_C83	1	11.11111111111111
Strep_C8400	1	11.11111111111111
Strep_C8402	1	11.11111111111111
Strep_C8404	1	11.11111111111111
Strep_C8406	1	11.11111111111111
Strep_C8474	1	11.11111111111111
Strep_C8476	1	11.11111111111111
Strep_C9037	1	11.11111111111111
Strep_C8558	1	11.11111111111111
Strep_C8531	1	11.11111111111111
Strep_C8532	1	11.11111111111111
Strep_C8537	1	11.11111111111111
Strep_C8539	1	11.11111111111111
Strep_C853	1	11.11111111111111
Strep_C8541	1	11.11111111111111
Strep_C8543	1	11.11111111111111
Strep_C8544	1	11.11111111111111
Strep_C8545	1	11.11111111111111
Strep_C8546	1	11.11111111111111
Strep_C854	1	11.11111111111111
Strep_C8551	1	11.11111111111111
Strep_C8553	1	11.11111111111111
Strep_C8554	1	11.11111111111111
Strep_C8559	1	11.11111111111111
Strep_C8478	1	11.11111111111111
Strep_C8561	1	11.11111111111111
Strep_C8562	1	11.11111111111111
Strep_C8563	1	11.11111111111111
Strep_C8564	1	11.11111111111111
Strep_C8566	1	11.11111111111111
Strep_C8567	1	11.11111111111111
Strep_C8568	1	11.11111111111111
Strep_C856	1	11.11111111111111
Strep_C8573	1	11.11111111111111
Strep_C8574	1	11.11111111111111
Strep_C8575	1	11.11111111111111
Strep_C8579	1	11.11111111111111
Strep_C857	1	11.11111111111111
Strep_C8580	1	11.11111111111111
Strep_C852	1	11.11111111111111
Strep_C8529	1	11.11111111111111
Strep_C8528	1	11.11111111111111
Strep_C8527	1	11.11111111111111
Strep_C8479	1	11.11111111111111
Strep_C8481	1	11.11111111111111
Strep_C8482	1	11.11111111111111
Strep_C8483	1	11.11111111111111
Strep_C8485	1	11.11111111111111
Strep_C848	1	11.11111111111111
Strep_C8492	1	11.11111111111111
Strep_C8493	1	11.11111111111111
Strep_C8494	1	11.11111111111111
Strep_C8495	1	11.11111111111111
Strep_C8496	1	11.11111111111111
Strep_C8499	1	11.11111111111111
Strep_C84	1	11.11111111111111
Strep_C8500	1	11.11111111111111
Strep_C8501	1	11.11111111111111
Strep_C8502	1	11.11111111111111
Strep_C8503	1	11.11111111111111
Strep_C8506	1	11.11111111111111
Strep_C8510	1	11.11111111111111
Strep_C8511	1	11.11111111111111
Strep_C8515	1	11.11111111111111
Strep_C8516	1	11.11111111111111
Strep_C8519	1	11.11111111111111
Strep_C8520	1	11.11111111111111
Strep_C8522	1	11.11111111111111
Strep_C8523	1	11.11111111111111
Strep_C8524	1	11.11111111111111
Strep_C8525	1	11.11111111111111
Strep_C8526	1	11.11111111111111
Strep_C833	1	11.11111111111111
Strep_C8339	1	11.11111111111111
Strep_C8338	1	11.11111111111111
Strep_C8181	1	11.11111111111111
Strep_C8159	1	11.11111111111111
Strep_C815	1	11.11111111111111
Strep_C8160	1	11.11111111111111
Strep_C8161	1	11.11111111111111
Strep_C8162	1	11.11111111111111
Strep_C8163	1	11.11111111111111
Strep_C8170	1	11.11111111111111
Strep_C8171	1	11.11111111111111
Strep_C8172	1	11.11111111111111
Strep_C8173	1	11.11111111111111
Strep_C8174	1	11.11111111111111
Strep_C8178	1	11.11111111111111
Strep_C8179	1	11.11111111111111
Strep_C8180	1	11.11111111111111
Strep_C8184	1	11.11111111111111
Strep_C8337	1	11.11111111111111
Strep_C8188	1	11.11111111111111
Strep_C8189	1	11.11111111111111
Strep_C8191	1	11.11111111111111
Strep_C8195	1	11.11111111111111
Strep_C8197	1	11.11111111111111
Strep_C8198	1	11.11111111111111
Strep_C8199	1	11.11111111111111
Strep_C81	1	11.11111111111111
Strep_C8200	1	11.11111111111111
Strep_C8201	1	11.11111111111111
Strep_C8202	1	11.11111111111111
Strep_C8203	1	11.11111111111111
Strep_C8204	1	11.11111111111111
Strep_C8207	1	11.11111111111111
Strep_C8158	1	11.11111111111111
Strep_C8157	1	11.11111111111111
Strep_C8156	1	11.11111111111111
Strep_C8153	1	11.11111111111111
Strep_C8099	1	11.11111111111111
Strep_C80	1	11.11111111111111
Strep_C8108	1	11.11111111111111
Strep_C810	1	11.11111111111111
Strep_C8111	1	11.11111111111111
Strep_C8112	1	11.11111111111111
Strep_C8113	1	11.11111111111111
Strep_C8114	1	11.11111111111111
Strep_C8115	1	11.11111111111111
Strep_C8117	1	11.11111111111111
Strep_C8118	1	11.11111111111111
Strep_C8123	1	11.11111111111111
Strep_C8127	1	11.11111111111111
Strep_C8128	1	11.11111111111111
Strep_C8131	1	11.11111111111111
Strep_C8132	1	11.11111111111111
Strep_C8133	1	11.11111111111111
Strep_C8134	1	11.11111111111111
Strep_C8135	1	11.11111111111111
Strep_C8136	1	11.11111111111111
Strep_C8138	1	11.11111111111111
