Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Genome assembly ID	Genome representation
GCF_036178885.1	Streptomyces caniferus (strain=NBC_00270)	285557	7636	Unknown	Unknown	GCF_036178885.1	full
GCF_036226425.1	Streptomyces caniferus (strain=NBC_01256)	285557	7475	Unknown	Unknown	GCF_036226425.1	full
GCF_025133285.1	Streptomyces carpaticus (strain=SCPM-O-B-9993)	285558	5241	Unknown	Unknown	GCF_025133285.1	full
GCF_036101175.1	Streptomyces coelicoflavus (strain=NBC_00357)	285562	7344	Unknown	Unknown	GCF_036101175.1	full
GCF_045041415.1	Streptomyces coelicoflavus (strain=NBC_00099)	285562	7296	Unknown	Unknown	GCF_045041415.1	full
GCF_036170895.1	Streptomyces erythrochromogenes (strain=NBC_00303)	285574	7526	Unknown	Unknown	GCF_036170895.1	full
GCF_045039655.1	Streptomyces erythrochromogenes (strain=NBC_01127)	285574	7771	Unknown	Unknown	GCF_045039655.1	full
GCF_045039905.1	Streptomyces erythrochromogenes (strain=NBC_01195)	285574	7563	Unknown	Unknown	GCF_045039905.1	full
GCF_019933235.1	Streptomyces angustmyceticus (strain=JCM 4053)	285578	6873	Unknown	Unknown	GCF_019933235.1	full
GCF_025252265.1	Streptomyces angustmyceticus (strain=CQUSa03)	285578	6719	Unknown	Unknown	GCF_025252265.1	full
GCF_001704275.1	Streptomyces noursei ATCC 11455 (strain=ATCC 11455)	316284	8074	Unknown	Unknown	GCF_001704275.1	full
GCF_023498005.1	Streptomyces durmitorensis (strain=MS405)	319947	8435	Unknown	Unknown	GCF_023498005.1	full
GCF_000830005.1	Streptomyces vietnamensis (strain=GIMV4.0001)	362257	7994	Unknown	Unknown	GCF_000830005.1	full
GCF_030551255.1	Streptomyces sp. NL15-2K (strain=NL15-2K)	376149	10219	Unknown	Unknown	GCF_030551255.1	full
GCF_000993785.3	Streptomyces xiamenensis (strain=MCCC 1A01550)	408015	5232	Unknown	Unknown	GCF_000993785.3	full
GCF_041080655.1	Streptomyces sp. CG4 (strain=cg4)	408783	8708	Unknown	Unknown	GCF_041080655.1	full
GCF_048564895.1	Streptomyces sp. 2-1 (strain=2-1)	412710	9777	Unknown	Unknown	GCF_048564895.1	full
GCF_022385335.1	Streptomyces deccanensis (strain=KCTC 19241)	424188	8606	Unknown	Unknown	GCF_022385335.1	full
GCF_001011035.1	Streptomyces sp. CNQ-509 (strain=CNQ-509)	444103	6695	Unknown	Unknown	GCF_001011035.1	full
GCF_035917595.1	Streptomyces scopuliridis (strain=NBC 01786)	452529	7930	Unknown	Unknown	GCF_035917595.1	full
GCF_035917755.1	Streptomyces scopuliridis (strain=NBC 01771)	452529	8047	Unknown	Unknown	GCF_035917755.1	full
GCF_035917775.1	Streptomyces scopuliridis (strain=NBC 01770)	452529	7856	Unknown	Unknown	GCF_035917775.1	full
GCF_000010605.1	Streptomyces griseus subsp. griseus NBRC 13350 (strain=NBRC 13350)	455632	6929	Unknown	Unknown	GCF_000010605.1	full
GCF_000739105.1	Streptomyces lividans TK24 (strain=TK24)	457428	7294	Unknown	Unknown	GCF_000739105.1	full
GCF_000412265.2	Streptomyces sp. Mg1 (strain=Mg1)	465541	7456	Unknown	Unknown	GCF_000412265.2	full
GCF_025908395.1	Streptomyces milbemycinicus (strain=SIPI-054)	476552	9726	Unknown	Unknown	GCF_025908395.1	full
GCF_000931445.1	Streptomyces cyaneogriseus subsp. noncyanogenus (strain=NMWT 1)	477245	6344	Unknown	Unknown	GCF_000931445.1	full
GCF_028736035.1	Streptomyces sp. T12	477697	9834	Unknown	Unknown	GCF_028736035.1	full
GCF_002082195.1	Streptomyces gilvosporeus (strain=F607)	553510	7305	Unknown	Unknown	GCF_002082195.1	full
GCF_002910725.2	Streptomyces sp. SM17 (strain=SM17)	565560	6065	Unknown	Unknown	GCF_002910725.2	full
GCF_042466515.1	Streptomyces iranensis (strain=DSM 41954)	576784	9490	Unknown	Unknown	GCF_042466515.1	full
GCF_004104505.1	Streptomyces sp. M2 (strain=M2)	646637	7816	Unknown	Unknown	GCF_004104505.1	full
GCF_000147815.2	Streptomyces violaceusniger Tu 4113 (strain=Tu 4113)	653045	9050	Unknown	Unknown	GCF_000147815.2	full
GCF_008704515.1	Streptomyces viridosporus T7A (strain=ATCC 39115)	665577	6269	Unknown	Unknown	GCF_008704515.1	full
GCF_000091305.1	Streptomyces scabiei 87.22 (strain=87.22)	680198	8565	Unknown	Unknown	GCF_000091305.1	full
GCF_001636945.3	Streptomyces sp. FXJ1.172 (strain=FXJ1.172)	710705	8520	Unknown	Unknown	GCF_001636945.3	full
GCF_000092385.1	Streptomyces bingchenggensis BCW-1 (strain=BCW-1)	749414	9674	Unknown	Unknown	GCF_000092385.1	full
GCF_000177195.2	Streptomyces sp. SirexAA-E (strain=SirexAA-E)	862751	6381	Unknown	Unknown	GCF_000177195.2	full
GCF_035917795.1	Streptomyces brevispora (strain=NBC 01769)	887462	6593	Unknown	Unknown	GCF_035917795.1	full
GCF_036250715.1	Streptomyces brevispora (strain=NBC_01496)	887462	7284	Unknown	Unknown	GCF_036250715.1	full
GCF_030719275.1	Streptomyces laculatispora (strain=Mut2)	887464	7141	Unknown	Unknown	GCF_030719275.1	full
GCF_008639165.1	Streptomyces venezuelae ATCC 10712 (strain=ATCC 10712)	953739	7264	Unknown	Unknown	GCF_008639165.1	full
GCF_036006205.1	Streptomyces xinghaiensis (strain=NBC_01215)	1038928	5638	Unknown	Unknown	GCF_036006205.1	full
GCF_000220705.2	Streptomyces xinghaiensis S187 (strain=S187)	1038929	5930	Unknown	Unknown	GCF_000220705.2	full
GCF_036250755.1	Streptomyces uncialis (strain=NBC_01365)	1048205	7514	Unknown	Unknown	GCF_036250755.1	full
GCF_045039705.1	Streptomyces uncialis (strain=NBC_01135)	1048205	7181	Unknown	Unknown	GCF_045039705.1	full
GCF_045209665.1	Streptomyces uncialis (strain=NBC 01624)	1048205	7270	Unknown	Unknown	GCF_045209665.1	full
GCF_003627815.1	Streptomyces hundungensis (strain=BH38)	1077946	7128	Unknown	Unknown	GCF_003627815.1	full
GCF_900236475.1	Streptomyces chartreusis NRRL 3882	1079985	7755	Unknown	Unknown	GCF_900236475.1	full
GCF_900236505.1	Streptomyces chartreusis NRRL 3882	1079985	7755	Unknown	Unknown	GCF_900236505.1	full
GCF_000297155.3	Streptomyces tsukubensis NRRL18488 (strain=NRRL18488)	1114943	6448	Unknown	Unknown	GCF_000297155.3	full
GCF_040746085.1	Streptomyces phytohabitans (strain=HBERC20821)	1150371	5219	Unknown	Unknown	GCF_040746085.1	full
GCF_000280865.2	Streptomyces auratus AGR0001 (strain=AGR0001)	1160718	6564	Unknown	Unknown	GCF_000280865.2	full
GCF_016804005.1	Streptomyces pratensis (strain=S10)	1169025	6766	Unknown	Unknown	GCF_016804005.1	full
GCF_000261345.2	Streptomyces globisporus C-1027 (strain=C-1027)	1172567	6757	Unknown	Unknown	GCF_000261345.2	full
GCF_013364095.1	Streptomyces harbinensis (strain=NA02264)	1176198	5120	Unknown	Unknown	GCF_013364095.1	full
GCF_001598115.1	Streptomyces sp. AgN23 (strain=AgN23)	1188315	8791	Unknown	Unknown	GCF_001598115.1	full
GCF_000444875.1	Streptomyces collinus Tu 365 (strain=Tu 365)	1214242	6627	Unknown	Unknown	GCF_000444875.1	full
GCF_000495635.2	Streptomyces sp. GBA 94-10 4N24 (strain=GBA 94-10)	1218177	5874	Unknown	Unknown	GCF_000495635.2	full
GCF_017916255.1	Streptomyces mobaraensis NBRC 13819 = DSM 40847 (strain=DSM 40847)	1223523	6314	Unknown	Unknown	GCF_017916255.1	full
GCF_040114435.1	Streptomyces rapamycinicus (strain=CQUSh011)	1226757	9813	Unknown	Unknown	GCF_040114435.1	full
GCF_000816025.1	Streptomyces sp. 769 (strain=769)	1262452	8549	Unknown	Unknown	GCF_000816025.1	full
GCF_000364805.1	Streptomyces sp. PAMC 26508 (strain=PAMC 26508)	1265601	6508	Unknown	Unknown	GCF_000364805.1	full
GCF_000331185.2	Streptomyces rimosus subsp. rimosus ATCC 10970 (strain=ATCC 10970)	1265868	8202	Unknown	Unknown	GCF_000331185.2	full
GCF_041080625.1	Streptomyces sp. CG1 (strain=cg1)	1287523	9587	Unknown	Unknown	GCF_041080625.1	full
GCF_000385945.1	Streptomyces microflavus DSM 40593 (strain=DSM 40593)	1303692	6848	Unknown	Unknown	GCF_000385945.1	full
GCF_008704425.1	Streptomyces fradiae ATCC 10745 = DSM 40063 (strain=ATCC 10745)	1319510	5568	Unknown	Unknown	GCF_008704425.1	full
GCF_019056675.1	Streptomyces sp. GMY02 (strain=GMY02)	1333528	6855	Unknown	Unknown	GCF_019056675.1	full
GCF_024298965.1	Streptomyces rapamycinicus NRRL 5491 (strain=NRRL 5491)	1343740	9820	Unknown	Unknown	GCF_024298965.1	full
GCF_000802245.2	Streptomyces pluripotens (strain=MUSC 135)	1355015	6105	Unknown	Unknown	GCF_000802245.2	full
GCF_000816465.3	Streptomyces pluripotens (strain=MUSC 137)	1355015	6314	Unknown	Unknown	GCF_000816465.3	full
GCF_015160855.1	Streptomyces ferrugineus (strain=CCTCC AA2014009)	1413221	8629	Unknown	Unknown	GCF_015160855.1	full
GCF_001013905.1	Streptomyces leeuwenhoekii (strain=type strain (C34 = DSM 42122 = NRRL B-24963))	1437453	6801	Unknown	Unknown	GCF_001013905.1	full
GCF_003675325.1	Streptomyces dangxiongensis (strain=Z022)	1442032	6600	Unknown	Unknown	GCF_003675325.1	full
GCF_000612545.2	Streptomyces sp. PCS3-D2 (strain=PCS3-D2)	1460244	6576	Unknown	Unknown	GCF_000612545.2	full
GCF_010523235.1	Streptomyces sp. 604F (strain=604F)	1476754	5909	Unknown	Unknown	GCF_010523235.1	full
GCF_011751035.2	Streptomyces sp. MBT27 (strain=MBT27)	1488356	7336	Unknown	Unknown	GCF_011751035.2	full
GCF_002812405.1	Streptomyces sp. M56 (strain=M56)	1495638	9142	Unknown	Unknown	GCF_002812405.1	full
GCF_003721495.1	Streptomyces sp. ADI95-16 (strain=ADI95-16)	1522758	7845	Unknown	Unknown	GCF_003721495.1	full
GCF_003054555.1	Streptomyces lunaelactis (strain=MM109)	1535768	7380	Unknown	Unknown	GCF_003054555.1	full
GCF_023702105.1	Streptomyces lydicamycinicus (strain=MMS22-DDSA8)	1546107	6191	Unknown	Unknown	GCF_023702105.1	full
GCF_000772045.1	Streptomyces sp. CCM_MD2014 (strain=CCM_MD2014)	1561022	7282	Unknown	Unknown	GCF_000772045.1	full
GCF_002556545.1	Streptomyces formicae (strain=KY5)	1616117	8066	Unknown	Unknown	GCF_002556545.1	full
GCF_022647665.1	Streptomyces formicae (strain=1H-GS9)	1616117	6956	Unknown	Unknown	GCF_022647665.1	full
GCF_001975025.1	Streptomyces alfalfae (strain=ACCC40021)	1642299	7122	Unknown	Unknown	GCF_001975025.1	full
GCF_016128295.1	Streptomyces alfalfae (strain=Men-myco-93-63)	1642299	7257	Unknown	Unknown	GCF_016128295.1	full
GCF_018141485.1	Streptomyces alfalfae (strain=XN-04)	1642299	6963	Unknown	Unknown	GCF_018141485.1	full
GCF_024666385.1	Streptomyces yangpuensis (strain=CM253)	1648182	7095	Unknown	Unknown	GCF_024666385.1	full
GCF_001278095.1	Streptomyces sp. CFMR 7 (strain=CFMR-7)	1649184	6916	Unknown	Unknown	GCF_001278095.1	full
GCF_001931635.1	Streptomyces sp. Tue 6075 (strain=Tue6075)	1661694	6745	Unknown	Unknown	GCF_001931635.1	full
GCF_021491675.1	Streptomyces sp. R527F (strain=R527F)	1664033	6781	Unknown	Unknown	GCF_021491675.1	full
GCF_003122365.1	Streptomyces spongiicola (strain=HNM0071)	1690221	5697	Unknown	Unknown	GCF_003122365.1	full
GCF_001484565.1	Streptomyces sp. CdTB01 (strain=CdTB01)	1725411	8973	Unknown	Unknown	GCF_001484565.1	full
GCF_002910775.2	Streptomyces sp. SM18 (strain=SM18)	1736046	6562	Unknown	Unknown	GCF_002910775.2	full
GCF_001611795.1	Streptomyces qaidamensis (strain=S10)	1783515	7874	Unknown	Unknown	GCF_001611795.1	full
GCF_037940185.1	Streptomyces sp. F41 (strain=F41)	1795888	6996	Unknown	Unknown	GCF_037940185.1	full
GCF_002007685.1	Streptomyces sp. fd1-xmd (strain=fd1-xmd)	1812480	6866	Unknown	Unknown	GCF_002007685.1	full
GCF_011650445.1	Streptomyces sp. VN1 (strain=VN1)	1821625	7073	Unknown	Unknown	GCF_011650445.1	full
GCF_045781775.1	Streptomyces sp. 184 (strain=184)	1827526	6808	Unknown	Unknown	GCF_045781775.1	full
GCF_003074055.1	Streptomyces nigra (strain=452)	1827580	6735	Unknown	Unknown	GCF_003074055.1	full
GCF_037413555.1	Streptomyces nigra (strain=LM01)	1827580	6865	Unknown	Unknown	GCF_037413555.1	full
GCF_045206335.1	Streptomyces nigra (strain=NBC_00206)	1827580	6890	Unknown	Unknown	GCF_045206335.1	full
GCF_037940415.1	Streptomyces sp. f51 (strain=F51)	1827742	6848	Unknown	Unknown	GCF_037940415.1	full
GCF_002094995.1	Streptomyces sp. S8 (strain=S8)	1837283	6330	Unknown	Unknown	GCF_002094995.1	full
GCF_001650215.1	Streptomyces sp. RTd22 (strain=RTd22)	1841249	9074	Unknown	Unknown	GCF_001650215.1	full
GCF_003268535.2	Streptomyces sp. ST1015 (strain=ST1015)	1848900	8581	Unknown	Unknown	GCF_003268535.2	full
GCF_001654495.1	Streptomyces sp. SAT1 (strain=SAT1)	1849967	6220	Unknown	Unknown	GCF_001654495.1	full
GCF_003595545.1	Streptomyces sp. 11-1-2 (strain=11-1-2)	1851167	9318	Unknown	Unknown	GCF_003595545.1	full
GCF_021028635.1	Streptomyces huasconensis (strain=D23)	1854574	7008	Unknown	Unknown	GCF_021028635.1	full
GCF_001735805.1	Streptomyces fodineus (strain=TW1S1)	1904616	8209	Unknown	Unknown	GCF_001735805.1	full
GCF_015689475.1	Streptomyces solisilvae (strain=HNM0141)	1929477	9002	Unknown	Unknown	GCF_015689475.1	full
GCF_021442415.2	Streptomyces sp. MH191 (strain=MH191)	1945513	6138	Unknown	Unknown	GCF_021442415.2	full
GCF_002090335.1	Streptomyces sp. MOE7 (strain=MOE7)	1961713	6995	Unknown	Unknown	GCF_002090335.1	full
GCF_002028385.1	Streptomyces sp. 3211 (strain=3211)	1964449	7782	Unknown	Unknown	GCF_002028385.1	full
GCF_002080455.1	Streptomyces sp. Sge12 (strain=Sge12)	1972846	7096	Unknown	Unknown	GCF_002080455.1	full
GCF_009739905.1	Streptomyces ficellus (strain=NRRL 8067)	1977088	6214	Unknown	Unknown	GCF_009739905.1	full
GCF_002288075.1	Streptomyces sp. CLI2509 (strain=CLI2905)	1984801	5923	Unknown	Unknown	GCF_002288075.1	full
GCF_002832675.1	Streptomyces sp. S063 (strain=S063)	2005885	6230	Unknown	Unknown	GCF_002832675.1	full
GCF_048572725.1	Streptomyces boninensis (strain=TBRC7755)	2039455	8383	Unknown	Unknown	GCF_048572725.1	full
GCF_002946835.1	Streptomyces dengpaensis (strain=XZHG99)	2049881	7596	Unknown	Unknown	GCF_002946835.1	full
GCF_048500665.1	Streptomyces tritici (strain=CGMCC 4.7393)	2054410	6575	Unknown	Unknown	GCF_048500665.1	full
GCF_021665875.1	Streptomyces sp. AMCC400023 (strain=AMCC400023)	2056258	9032	Unknown	Unknown	GCF_021665875.1	full
GCF_002847285.1	Streptomyces sp. CMB-StM0423 (strain=CMB-StM0423)	2059884	6636	Unknown	Unknown	GCF_002847285.1	full
GCF_003330845.1	Streptomyces sp. Go-475 (strain=Go-475)	2072505	7415	Unknown	Unknown	GCF_003330845.1	full
GCF_003369795.1	Streptomyces sp. CB09001 (strain=CB09001)	2083284	6817	Unknown	Unknown	GCF_003369795.1	full
GCF_002943895.1	Streptomyces sp. WAC00288 (strain=WAC00288)	2094021	6790	Unknown	Unknown	GCF_002943895.1	full
GCF_005490965.1	Streptomyces sp. SGAir0924 (strain=SGAir0924)	2109593	6846	Unknown	Unknown	GCF_005490965.1	full
GCF_003032475.1	Streptomyces sp. P3 (strain=P3)	2135430	8178	Unknown	Unknown	GCF_003032475.1	full
GCF_005860785.2	Streptomyces sp. So13.3 (strain=So13.3)	2136173	8232	Unknown	Unknown	GCF_005860785.2	full
GCF_006088715.1	Streptomyces sp. YIM 121038 (strain=YIM 121038)	2136401	8813	Unknown	Unknown	GCF_006088715.1	full
GCF_004104485.1	Streptomyces sp. endophyte_N2 (strain=endophyte_N2)	2153485	7155	Unknown	Unknown	GCF_004104485.1	full
GCF_003097515.1	Streptomyces tirandamycinicus (strain=HNM0039)	2174846	5984	Unknown	Unknown	GCF_003097515.1	full
GCF_009867075.1	Streptomyces sp. NHF165 (strain=NHF165)	2175864	6607	Unknown	Unknown	GCF_009867075.1	full
GCF_003261055.1	Streptomyces cadmiisoli (strain=ZFG47)	2184053	8351	Unknown	Unknown	GCF_003261055.1	full
GCF_003173275.1	Streptomyces sp. NEAU-S7GS2 (strain=NEAU-S7GS2)	2202000	8047	Unknown	Unknown	GCF_003173275.1	full
GCF_003945525.1	Streptomyces sp. WAC 01438 (strain=WAC 01438)	2203204	6946	Unknown	Unknown	GCF_003945525.1	full
GCF_003945545.1	Streptomyces sp. WAC 01529 (strain=WAC 01529)	2203205	7108	Unknown	Unknown	GCF_003945545.1	full
GCF_003945505.1	Streptomyces sp. WAC 06738 (strain=WAC 06738)	2203210	6908	Unknown	Unknown	GCF_003945505.1	full
GCF_003344965.1	Streptomyces paludis (strain=GSSD-12)	2282738	6964	Unknown	Unknown	GCF_003344965.1	full
GCF_022221585.1	Streptomyces inhibens (strain=NRRL30439)	2293571	8279	Unknown	Unknown	GCF_022221585.1	full
GCF_003950035.1	Streptomyces sp. W1SF4 (strain=W1SF4)	2305220	7149	Unknown	Unknown	GCF_003950035.1	full
GCF_003950055.1	Streptomyces sp. KPB2 (strain=KPB2)	2305221	7011	Unknown	Unknown	GCF_003950055.1	full
GCF_003443735.1	Streptomyces sp. CC0208 (strain=CC0208)	2306165	8144	Unknown	Unknown	GCF_003443735.1	full
GCF_004524875.1	Streptomyces sp. S501 (strain=S501)	2420135	6265	Unknown	Unknown	GCF_004524875.1	full
GCF_003963535.1	Streptomyces cyaneochromogenes (strain=MK-45)	2496836	9045	Unknown	Unknown	GCF_003963535.1	full
GCF_031344995.1	Streptomyces roseicoloratus (strain=T14)	2508722	5524	Unknown	Unknown	GCF_031344995.1	full
GCF_003955715.1	Streptomyces aquilus (strain=GGCR-6)	2548456	9130	Unknown	Unknown	GCF_003955715.1	full
GCF_004795715.1	Streptomyces sp. SS52 (strain=SS52)	2563602	6935	Unknown	Unknown	GCF_004795715.1	full
GCF_009650765.1	Streptomyces sp. SUK 48 (strain=SUK 48)	2582831	6982	Unknown	Unknown	GCF_009650765.1	full
GCF_007113405.2	Streptomyces sp. RLB1-8 (strain=RLB1-8)	2594453	10112	Unknown	Unknown	GCF_007113405.2	full
GCF_007113525.2	Streptomyces sp. RLB1-9 (strain=RLB1-9)	2594454	10560	Unknown	Unknown	GCF_007113525.2	full
GCF_007113425.2	Streptomyces sp. RLB3-17 (strain=RLB3-17)	2594455	10415	Unknown	Unknown	GCF_007113425.2	full
GCF_007113505.2	Streptomyces sp. S1A1-8 (strain=S1A1-8)	2594460	10333	Unknown	Unknown	GCF_007113505.2	full
GCF_007113665.2	Streptomyces sp. S1D4-14 (strain=S1D4-14)	2594461	10379	Unknown	Unknown	GCF_007113665.2	full
GCF_007856155.1	Streptomyces qinzhouensis (strain=SSL-25)	2599401	6367	Unknown	Unknown	GCF_007856155.1	full
GCF_021383925.1	Streptomyces sp. BSE6.1 (strain=BSE6.1)	2605730	7091	Unknown	Unknown	GCF_021383925.1	full
GCF_014217585.1	Streptomyces sp. INR7 (strain=INR7)	2607753	7294	Unknown	Unknown	GCF_014217585.1	full
GCF_017933255.1	Streptomyces sp. LBUM 1475 (strain=LBUM 1475)	2609807	8165	Unknown	Unknown	GCF_017933255.1	full
GCF_017933235.1	Streptomyces sp. LBUM 1480 (strain=LBUM 1480)	2609808	8255	Unknown	Unknown	GCF_017933235.1	full
GCF_017933115.1	Streptomyces sp. LBUM 1482 (strain=LBUM 1482)	2609809	8150	Unknown	Unknown	GCF_017933115.1	full
GCF_009184865.1	Streptomyces phaeolivaceus (strain=GY16)	2653200	8585	Unknown	Unknown	GCF_009184865.1	full
GCF_009495655.1	Streptomyces sp. SYP-A7193 (strain=SYP-A7193)	2662065	7651	Unknown	Unknown	GCF_009495655.1	full
GCF_009498275.1	Streptomyces fagopyri (strain=QMT-28)	2662397	7453	Unknown	Unknown	GCF_009498275.1	full
GCF_009832925.1	Streptomyces sp. Tu 2975 (strain=Tu 2975)	2676871	6385	Unknown	Unknown	GCF_009832925.1	full
GCF_009789635.1	Streptomyces sp. QHH-9511 (strain=QHH-9511)	2684468	6567	Unknown	Unknown	GCF_009789635.1	full
GCF_014083985.1	Streptomyces sp. SCUT-3 (strain=SCUT-3)	2684469	5099	Unknown	Unknown	GCF_014083985.1	full
GCF_009796285.1	Streptomyces broussonetiae (strain=T44)	2686304	8469	Unknown	Unknown	GCF_009796285.1	full
GCF_009834145.1	Streptomyces sp. HF10 (strain=HF10)	2692233	6627	Unknown	Unknown	GCF_009834145.1	full
GCF_009834125.1	Streptomyces sp. GS7 (strain=GS7)	2692234	7596	Unknown	Unknown	GCF_009834125.1	full
GCF_009834105.1	Streptomyces sp. GF20 (strain=GF20)	2692235	6173	Unknown	Unknown	GCF_009834105.1	full
GCF_009857135.1	Streptomyces sp. HM190 (strain=HM190)	2695266	6355	Unknown	Unknown	GCF_009857135.1	full
GCF_010384365.1	Streptomyces sp. S4.7 (strain=S4.7)	2705439	6601	Unknown	Unknown	GCF_010384365.1	full
GCF_015910445.1	Streptomyces bathyalis (strain=ASO4wet)	2710756	6272	Unknown	Unknown	GCF_015910445.1	full
GCF_011694815.1	Streptomyces liangshanensis (strain=QMT-12)	2717324	6537	Unknown	Unknown	GCF_011694815.1	full
GCF_030544505.1	Streptomyces sp. SNU607 (strain=SNU607)	2718875	5954	Unknown	Unknown	GCF_030544505.1	full
GCF_022760275.1	Streptomyces sp. 891-h (strain=891-h)	2720714	6742	Unknown	Unknown	GCF_022760275.1	full
GCF_011820545.1	Streptomyces sp. DSM 40868 (strain=DSM 40868)	2721173	7862	Unknown	Unknown	GCF_011820545.1	full
GCF_012273515.2	Streptomyces sp. RPA4-2 (strain=RPA4-2)	2721244	8155	Unknown	Unknown	GCF_012273515.2	full
GCF_013046785.1	Streptomyces argyrophylli (strain=Jing01)	2726118	6747	Unknown	Unknown	GCF_013046785.1	full
GCF_013009255.1	Streptomyces sp. Z423-1 (strain=Z423-1)	2730915	8188	Unknown	Unknown	GCF_013009255.1	full
GCF_021496785.1	Streptomyces sp. A1-5 (strain=A1-5)	2738410	7785	Unknown	Unknown	GCF_021496785.1	full
GCF_013364175.1	Streptomyces sp. NA02536 (strain=NA02536)	2742133	6663	Unknown	Unknown	GCF_013364175.1	full
GCF_013364375.1	Streptomyces sp. NA03103 (strain=NA03103)	2742134	7268	Unknown	Unknown	GCF_013364375.1	full
GCF_013364195.1	Streptomyces sp. NA04227 (strain=NA04227)	2742136	6433	Unknown	Unknown	GCF_013364195.1	full
GCF_013364155.1	Streptomyces sp. NA02950 (strain=NA02950)	2742137	7977	Unknown	Unknown	GCF_013364155.1	full
GCF_024701375.2	Streptomyces sp. KMM 9044 (strain=KMM 9044)	2744474	5887	Unknown	Unknown	GCF_024701375.2	full
GCF_014852565.2	Streptomyces caniscabiei (strain=ID03-3A)	2746961	8681	Unknown	Unknown	GCF_014852565.2	full
GCF_013401535.1	Streptomyces sp. CB04723 (strain=CB04723)	2748873	6618	Unknown	Unknown	GCF_013401535.1	full
GCF_013414305.1	Streptomyces sp. Rer75 (strain=Rer75)	2750011	8439	Unknown	Unknown	GCF_013414305.1	full
GCF_014495705.1	Streptomyces sp. CB00271 (strain=CB00271)	2750025	6945	Unknown	Unknown	GCF_014495705.1	full
GCF_013423905.1	Streptomyces sp. NEAU-sy36 (strain=NEAU-sy36)	2751189	7339	Unknown	Unknown	GCF_013423905.1	full
GCF_017311125.1	Streptomyces sp. M54 (strain=M54)	2759525	6733	Unknown	Unknown	GCF_017311125.1	full
GCF_022220465.1	Streptomyces sp. TYQ1024 (strain=TYQ1024)	2762559	6314	Unknown	Unknown	GCF_022220465.1	full
GCF_013364335.1	Streptomyces buecherae (strain=NA00687)	2763006	6970	Unknown	Unknown	GCF_013364335.1	full
GCF_014295035.1	Streptomyces buecherae (strain=AC541)	2763006	6461	Unknown	Unknown	GCF_014295035.1	full
GCF_014489635.1	Streptomyces roseirectus (strain=CRXT-G-22)	2768066	8354	Unknown	Unknown	GCF_014489635.1	full
GCF_014489615.1	Streptomyces genisteinicus (strain=CRPJ-33)	2768068	6622	Unknown	Unknown	GCF_014489615.1	full
GCF_014621695.1	Streptomyces xanthii (strain=CRXT-Y-14)	2768069	7447	Unknown	Unknown	GCF_014621695.1	full
GCF_904440635.1	Streptomyces sp. KY70	2772432	6713	Unknown	Unknown	GCF_904440635.1	full
GCF_904440645.1	Streptomyces sp. KY75	2772433	6749	Unknown	Unknown	GCF_904440645.1	full
GCF_019703895.1	Streptomyces sp. EAS-AB2608 (strain=NBRC 114648)	2779671	7875	Unknown	Unknown	GCF_019703895.1	full
GCF_018128905.1	Streptomyces sp. A2-16 (strain=A2-16)	2781734	8636	Unknown	Unknown	GCF_018128905.1	full
GCF_016605905.1	Streptomyces sp. XC 2026 (strain=XC 2026)	2782004	5192	Unknown	Unknown	GCF_016605905.1	full
GCF_022695635.1	Streptomyces sp. A10(2020) (strain=A10(2020))	2782013	5859	Unknown	Unknown	GCF_022695635.1	full
GCF_022414575.2	Streptomyces sp. MUM 178J (strain=MUM 178J)	2791991	5651	Unknown	Unknown	GCF_022414575.2	full
GCF_016598575.1	Streptomyces sp. HSG2 (strain=HSG2)	2797167	4351	Unknown	Unknown	GCF_016598575.1	full
GCF_016598615.1	Streptomyces liliifuscus (strain=ZYC-3)	2797636	9744	Unknown	Unknown	GCF_016598615.1	full
GCF_030719235.1	Streptomyces poriferorum (strain=Alt2)	2798799	8148	Unknown	Unknown	GCF_030719235.1	full
GCF_030719255.1	Streptomyces poriferorum (strain=Alt1)	2798799	7944	Unknown	Unknown	GCF_030719255.1	full
GCF_024612015.1	Streptomyces sp. CA-210063 (strain=CA-210063)	2801029	9038	Unknown	Unknown	GCF_024612015.1	full
GCF_024612035.1	Streptomyces sp. DSM 40750 (strain=DSM 40750)	2801030	8768	Unknown	Unknown	GCF_024612035.1	full
GCF_017358145.1	Streptomyces sp. CA-256286 (strain=CA-256286)	2801033	6953	Unknown	Unknown	GCF_017358145.1	full
GCF_031760065.1	Streptomyces durocortorensis (strain=C11-1)	2811104	6205	Unknown	Unknown	GCF_031760065.1	full
GCF_021029465.1	Streptomyces sp. Go40/10 (strain=Go 40/10)	2825844	7950	Unknown	Unknown	GCF_021029465.1	full
GCF_018310575.1	Streptomyces sp. V17-9 (strain=V17-9)	2831149	7170	Unknown	Unknown	GCF_018310575.1	full
GCF_022695595.1	Streptomyces sp. MST-110588 (strain=MST-110588)	2833628	6319	Unknown	Unknown	GCF_022695595.1	full
GCF_026651955.1	Streptomyces sp. EMB24 (strain=EMB24)	2835531	6321	Unknown	Unknown	GCF_026651955.1	full
GCF_018604545.1	Streptomyces koelreuteriae (strain=MG62)	2838015	7610	Unknown	Unknown	GCF_018604545.1	full
GCF_024442315.1	Streptomyces koelreuteriae (strain=CRLD-Y-1)	2838015	7645	Unknown	Unknown	GCF_024442315.1	full
