gene	dominant_allele	dominant_count	dominant_frequency	dominant_proteins	cluster_representative	alternative_proteins	total_alleles	total_strains_with_gene	protein_id	locus_tag	gene_id	product	go_ids	go_process	go_function	go_component	annotation_source
Strep_C48070	Strep_C48070A0	1	0.0071428571428571	A0A089YVZ4	A0A089YVZ4	A0A1H4LKT3,A0A0M4DJS9,A0A6I6S3K9	140	139	A0A089YVZ4			UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B)	GO:0006289;GO:0009432;GO:0005524;GO:0016887;GO:0003677;GO:0009381;GO:0005737;GO:0009380	nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381]	cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380]	dominant_protein
Strep_C48154	Strep_C48154A19	9	0.0642857142857142	A0A1L6PKZ7	A0A0A8EKF1	A0A3Q8W798,A0A1L7GG37,A0A5J6JAI6	95	140	A0A1L6PKZ7			deleted					dominant_protein
Strep_C48207	Strep_C48207A9	72	0.514285714285714	A0A7G7BJR0	A0A0A8EUC4	A0A7M2TJ43,A0A0B5DLI3,A0A5P2BW40	18	140	A0A7G7BJR0			Small ribosomal subunit protein uS14	GO:0006412;GO:0019843;GO:0003735;GO:0008270;GO:0005737;GO:0015935	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]	dominant_protein
Strep_C48300	Strep_C48300A41	2	0.0142857142857142	A0A6C0Q9P3	A0A0B5DE92	A0A1Z1WFM8,A0A1Z2KZP1,A0A5Q0LAN9	449	140	A0A0B5DE92			Insulinase family protein	GO:0046872		metal ion binding [GO:0046872]		cluster_representative
Strep_C48320	Strep_C48320A371	2	0.0142857142857142	A0A7H8MUU6	A0A0B5DMR9	A0A1Z2L4L5,A0A345HPS1,A0A3S8YA53	442	139	A0A7H8MUU6			GntR family transcriptional regulator	GO:0003677;GO:0003700		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]		dominant_protein
Strep_C4843	Strep_C4843A1762	2	0.0142857142857142	N0CZR5	A0A7T1T854	N0D0Y1,A0A6N9V9U1,N0CJT4	2543	140	N0D0Y1			ABC transporter solute-binding protein	GO:0030313			cell envelope [GO:0030313]	alternative_protein_1
Strep_C48473	Strep_C48473A143	2	0.0142857142857142	A0A7H8ZX62	A0A0F7CN25	A0A5P2CGF3,A0A0U3NJ64,A0A0K2APJ6	177	139	A0A7H8ZX62			deleted					dominant_protein
Strep_C48500	Strep_C48500A10	81	0.578571428571429	A0A1U9P1D3	A0A0F7FSW0	A0A5J6GCW4,A0A291QDQ8,A0A7H8JV55	19	139	A0A0F7FSW0			Small ribosomal subunit protein uS11	GO:0006412;GO:0019843;GO:0003735;GO:1990904;GO:0005840	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	cluster_representative
Strep_C4852	Strep_C4852A0	1	0.0071428571428571	A0A7T1T8A7	A0A7T1T8A7	A0A1D7VTZ8,A0A5R9MA36,A0A5J6HJN5	175	140	A0A7T1T8A7			Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	GO:0006189;GO:0006730;GO:0008864	'de novo' IMP biosynthetic process [GO:0006189]; one-carbon metabolic process [GO:0006730]	formyltetrahydrofolate deformylase activity [GO:0008864]		dominant_protein
Strep_C48635	Strep_C48635A0	1	0.0071428571428571	A0A0F7NGL3	A0A0F7NGL3	A0A0U2X6W5,A0A7H8H5Y9,A0A5P2C3A2	159	140	A0A5P2C3A2			peptidoglycan glycosyltransferase (EC 2.4.99.28)	GO:0051301;GO:0008360;GO:0015648;GO:0032153;GO:0005886	cell division [GO:0051301]; regulation of cell shape [GO:0008360]	lipid-linked peptidoglycan transporter activity [GO:0015648]	cell division site [GO:0032153]; plasma membrane [GO:0005886]	alternative_protein_3
Strep_C4870	Strep_C4870A0	1	0.0071428571428571	A0A7T7I3D8	A0A7T7I3D8	A0A1D7Y6J8,A0A385DJH3,A0A2K8PBF8	1286	140	A0A7T7I3D8			Bifunctional 3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase	GO:0019622;GO:0008688;GO:0071949	3-(3-hydroxy)phenylpropionate catabolic process [GO:0019622]	3-(3-hydroxyphenyl)propionate hydroxylase activity [GO:0008688]; FAD binding [GO:0071949]		dominant_protein
Strep_C48777	Strep_C48777A122	2	0.0142857142857142	B4VAB2	A0A0K2API2	A0A1W5ZAP3,A0A1L6PV90,A0A1U9NUX6	132	139	A0A0K2API2			AAA ATPase forming ring-shaped complexes (ARC)	GO:0019941;GO:0010498;GO:0005524;GO:0016887;GO:0000502	modification-dependent protein catabolic process [GO:0019941]; proteasomal protein catabolic process [GO:0010498]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	proteasome complex [GO:0000502]	cluster_representative
Strep_C4907	Strep_C4907A64	2	0.0142857142857142	A0A0F7NB53	A0A8B1NPC7	A0A0U3MI57,A0A0F7VQ56,A0A6I6WRQ4	141	140	A0A8B1NPC7			NADP-dependent malic enzyme	GO:0004470;GO:0046872;GO:0051287;GO:0016616		malic enzyme activity [GO:0004470]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]		cluster_representative
Strep_C49100	Strep_C49100A23	5	0.0357142857142857	A0A0N6ZJT3	A0A345HVW0	A0A1U9P0N4,A0A5P2DLD2,A0A2K8PIT7	244	140	A0A345HVW0			Purine phosphoribosyltransferase	GO:0016757		glycosyltransferase activity [GO:0016757]		cluster_representative
Strep_C49170	Strep_C49170A70	12	0.0857142857142857	A0A5P2D4A5	A0A3G2J8I1	B1VM52,A0A7H0NJY8,A0A7H8ZQ96	197	140	A0A5P2D4A5			CRP-like cAMP-activated global transcriptional regulator (cAMP receptor protein) (cAMP regulatory protein)	GO:0045892;GO:0045893;GO:0030552;GO:0003677;GO:0003700;GO:0005829	negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of DNA-templated transcription [GO:0045893]	cAMP binding [GO:0030552]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	cytosol [GO:0005829]	dominant_protein
Strep_C49502	Strep_C49502A119	2	0.0142857142857142	B4V314	A0A5B7V9V8	A0A7G6XI79,A0A1U9P0Z7,A0A7H8ZU83	173	140	B4V314			deleted					dominant_protein
Strep_C4952	Strep_C4952A0	1	0.0071428571428571	B4VDY5	B4VDY5	A0A2K8P9Y4,A0A7G3UM16,A0A0A8EX80	279	140	A0A2K8P9Y4			[acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39)	GO:0006633;GO:0004314	fatty acid biosynthetic process [GO:0006633]	[acyl-carrier-protein] S-malonyltransferase activity [GO:0004314]		alternative_protein_1
Strep_C49534	Strep_C49534A142	2	0.0142857142857142	A0A7R8RPM3	A0A5B7VA42	A0A222SPW7,G2P7V5,N0CQG1	219	140	G2P7V5			D-erythrulose 4-phosphate isomerase (EC 5.3.1.34)	GO:0016052;GO:0009758;GO:0071322;GO:0016861	carbohydrate catabolic process [GO:0016052]; carbohydrate utilization [GO:0009758]; cellular response to carbohydrate stimulus [GO:0071322]	intramolecular oxidoreductase activity, interconverting aldoses and ketoses [GO:0016861]		alternative_protein_2
Strep_C49558	Strep_C49558A216	11	0.0785714285714285	A0A6N9VBE4	A0A5J6FEN8	A0A3Q8V1L1,A0A5P2CHX9,A0A5P2X6V4	261	137	A0A6N9VBE4			Sensory transduction protein RegX3	GO:0006355;GO:0000156;GO:0000976;GO:0005829;GO:0032993	regulation of DNA-templated transcription [GO:0006355]	phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]	dominant_protein
Strep_C49737	Strep_C49737A97	8	0.0571428571428571	A0A1L6PLE1	A0A5P2W165	A0A5P9WWW4,A0A2R4JI71,A0A6M4WRN7	113	140	A0A5P2W165			Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	GO:0006796;GO:0004427;GO:0000287;GO:0005737	phosphate-containing compound metabolic process [GO:0006796]	inorganic diphosphate phosphatase activity [GO:0004427]; magnesium ion binding [GO:0000287]	cytoplasm [GO:0005737]	cluster_representative
Strep_C4996	Strep_C4996A374	2	0.0142857142857142	A0A0F7W309	C9ZE82	A0A143BVS6,A0A1A9J0J9,A0A7H0I6A2	668	140	A0A0F7W309			ABC transporter ATP-binding protein (L-arabinose transport ATP-binding protein AraG)	GO:0005524;GO:0016887;GO:0005886		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	plasma membrane [GO:0005886]	dominant_protein
Strep_C50009	Strep_C50009A1387	2	0.0142857142857142	A0A3S8VXM7	A0A344UBD4	A0A1V0UGM4,A0A7H8ZNC2,A0A1H4IBU1	2424	140	A0A344UBD4			ABC transporter ATP-binding protein	GO:0015421;GO:0005524;GO:0016887;GO:0005886		ABC-type oligopeptide transporter activity [GO:0015421]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	plasma membrane [GO:0005886]	cluster_representative
Strep_C50565	Strep_C50565A126	2	0.0142857142857142	B4V3C2	A0A3Q8UZR0	N0CUC3,A0A6N9VCB2,A0A1V0R5N5	136	140	N0CUC3			Cell division protein FtsZ	GO:0000917;GO:0043093;GO:0051258;GO:0005525;GO:0003924;GO:0032153;GO:0030428;GO:0005737	division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; protein polymerization [GO:0051258]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	cell division site [GO:0032153]; cell septum [GO:0030428]; cytoplasm [GO:0005737]	alternative_protein_1
Strep_C50738	Strep_C50738A47	2	0.0142857142857142	A0A7H8ZYI5	A0A3Q9C4V5	A0A0F7NG71,A0A3Q8UWH0,A0A385DK24	202	140	A0A3Q9C4V5			PLP-dependent aminotransferase family protein	GO:0003677;GO:0003700;GO:0030170;GO:0008483		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]		cluster_representative
Strep_C50798	Strep_C50798A55	2	0.0142857142857142	B4V687	A0A3Q9FSJ5	A0A1B1B536,A0A5J6FHM7,A0A1W7D3R5	139	139	A0A3Q9FSJ5			Holliday junction branch migration complex subunit RuvA	GO:0006310;GO:0006281;GO:0005524;GO:0000400;GO:0009378;GO:0005737;GO:0009379;GO:0048476	DNA recombination [GO:0006310]; DNA repair [GO:0006281]	ATP binding [GO:0005524]; four-way junction DNA binding [GO:0000400]; four-way junction helicase activity [GO:0009378]	cytoplasm [GO:0005737]; Holliday junction helicase complex [GO:0009379]; Holliday junction resolvase complex [GO:0048476]	cluster_representative
Strep_C50905	Strep_C50905A288	3	0.0214285714285714	A0A222SWM8	A0A3Q9KVQ4	A0A7G1PBQ9,A0A0F7N323,A0A7L4YZ60	343	140	A0A3Q9KVQ4			Ribonuclease Z	GO:0042781		3'-tRNA processing endoribonuclease activity [GO:0042781]		cluster_representative
Strep_C50928	Strep_C50928A76	3	0.0214285714285714	A0A5P2BAX5	A0A3S8VKX7	N0CTC8,A0A6N9VMZ4,A0A5P2DIG9	131	140	A0A5P2BAX5			Chromosome partitioning protein					dominant_protein
Strep_C51040	Strep_C51040A44	2	0.0142857142857142	A0A7H8MUQ7	A0A6C0Q992	A0A1U9QQF1,G2NYA3,A0A0M4DPX6	277	140	A0A7H8MUQ7			Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	GO:0035600;GO:0051539;GO:0035599;GO:0046872;GO:0103039;GO:0005829;GO:0005840	tRNA methylthiolation [GO:0035600]	4 iron, 4 sulfur cluster binding [GO:0051539]; aspartic acid methylthiotransferase activity [GO:0035599]; metal ion binding [GO:0046872]; protein methylthiotransferase activity [GO:0103039]	cytosol [GO:0005829]; ribosome [GO:0005840]	dominant_protein
Strep_C51169	Strep_C51169A0	1	0.0071428571428571	A0A6G9FFS5	A0A6G9FFS5	A0A3G4W6J1,A0A1V0TTT5,A0A5J6GFX3	183	140	A0A1V0TTT5			Acyl-CoA desaturase	GO:0006631;GO:0016717;GO:0016020	fatty acid metabolic process [GO:0006631]	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water [GO:0016717]	membrane [GO:0016020]	alternative_protein_2
Strep_C51292	Strep_C51292A123	2	0.0142857142857142	A0A7H8ZW78	A0A6G9H7W9	A0A0M4DZS6,A0A1W5Z5H9,A0A0F7N586	283	140	A0A6G9H7W9			Response regulator transcription factor	GO:0000160;GO:0003677	phosphorelay signal transduction system [GO:0000160]	DNA binding [GO:0003677]		cluster_representative
Strep_C51427	Strep_C51427A0	1	0.0071428571428571	A0A6I6FE97	A0A6I6FE97	A0A0U3NJ37,A0A5R9M7E9,A0A6I6SAV8	593	140	A0A6I6FE97			Class I SAM-dependent methyltransferase	GO:0032259;GO:0008168	methylation [GO:0032259]	methyltransferase activity [GO:0008168]		dominant_protein
Strep_C51572	Strep_C51572A111	3	0.0214285714285714	A0A0U3LDC3	A0A6I6S1Z9	A0A5J6HWZ2,A0A143BXI3,A0A2Z5JY72	122	140	A0A0U3LDC3			Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)	GO:0000105;GO:0004424;GO:0005737	L-histidine biosynthetic process [GO:0000105]	imidazoleglycerol-phosphate dehydratase activity [GO:0004424]	cytoplasm [GO:0005737]	dominant_protein
Strep_C5159	Strep_C5159A169	16	0.114285714285714	A0A3Q9EXI4	A0A5R9LWN7	A0A5J6GAI0,A0A5P2BGU0,A0A1Z1WJU5	211	140	A0A3Q9EXI4			Lrp/AsnC family transcriptional regulator					dominant_protein
Strep_C5163	Strep_C5163A0	1	0.0071428571428571	A0A5R9LWR1	A0A5R9LWR1	D7BXA1,A0A0F7VVD9,A0A1D7YE25	145	140	D7BXA1			Integral membrane protein	GO:0016020			membrane [GO:0016020]	alternative_protein_1
Strep_C51673	Strep_C51673A0	1	0.0071428571428571	A0A6I6WCX2	A0A6I6WCX2	A0A1H4VEF5,A0A1V0UIP3,A0A1W7CTT0	219	140	A0A1H4VEF5			Amino acid ABC transporter membrane protein 2, PAAT family	GO:0006865;GO:0022857;GO:0043190	amino acid transport [GO:0006865]	transmembrane transporter activity [GO:0022857]	ATP-binding cassette (ABC) transporter complex [GO:0043190]	alternative_protein_1
Strep_C51681	Strep_C51681A0	1	0.0071428571428571	A0A6I6WD49	A0A6I6WD49	A0A0K2AQJ9,A0A0F7VXG8,A0A6G9H3W3	148	139	A0A0K2AQJ9			phosphatidyl-myo-inositol dimannoside synthase (EC 2.4.1.346) (Alpha-D-mannose-alpha-(1-6)-phosphatidylmyo-inositol-mannosyltransferase) (Alpha-mannosyltransferase) (Guanosine diphosphomannose-phosphatidyl-inositol alpha-mannosyltransferase) (Phosphatidylinositol alpha-mannosyltransferase)	GO:0009247;GO:0033164;GO:0043750;GO:0016020	glycolipid biosynthetic process [GO:0009247]	glycolipid 1,6-alpha-mannosyltransferase activity [GO:0033164]; phosphatidylinositol alpha-mannosyltransferase activity [GO:0043750]	membrane [GO:0016020]	alternative_protein_1
Strep_C52085	Strep_C52085A0	1	0.0071428571428571	A0A344U7Z3	A0A344U7Z3	A0A5J6JAC5,A0A5B7V4Z7,A0A0U3PXE2	490	140	A0A344U7Z3			L-lysine N6-monooxygenase MbtG (EC 1.14.13.59) (Lysine 6-N-hydroxylase) (Lysine N6-hydroxylase) (Lysine-N-oxygenase) (Mycobactin synthase protein G)	GO:0006879;GO:0047091	intracellular iron ion homeostasis [GO:0006879]	L-lysine 6-monooxygenase (NADPH) activity [GO:0047091]		dominant_protein
Strep_C5235	Strep_C5235A645	3	0.0214285714285714	A0A1V0UHL6	A0A6G9GS84	A0A6N9V7Q3,N0D202,A0A3Q8UTF3	1179	140	A0A1V0UHL6			Peptide ABC transporter permease	GO:0055085;GO:0005886	transmembrane transport [GO:0055085]		plasma membrane [GO:0005886]	dominant_protein
Strep_C52356	Strep_C52356A0	1	0.0071428571428571	A0A3S8VPA9	A0A3S8VPA9	A0A0F7NE01,A0A2Z5JDM3,A0A3S9ZG34	142	140	A0A2Z5JDM3			Molybdopterin molybdenumtransferase (EC 2.10.1.1)	GO:0006777;GO:0046872;GO:0061599;GO:0005829	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	metal ion binding [GO:0046872]; molybdopterin molybdotransferase activity [GO:0061599]	cytosol [GO:0005829]	alternative_protein_2
Strep_C52415	Strep_C52415A270	2	0.0142857142857142	N0CUF5	A0A3S9I2D1	A0A0K2ATP3,A0A7G1NDB8,A0A6I6WVE2	302	139	N0CUF5			Endonuclease/exonuclease/phosphatase	GO:0006281;GO:0004519;GO:0004527	DNA repair [GO:0006281]	endonuclease activity [GO:0004519]; exonuclease activity [GO:0004527]		dominant_protein
Strep_C52691	Strep_C52691A209	2	0.0142857142857142	A0A0F7N383	A0A5J6HTZ1	A0A1V0UGP3,A0A7H8ZP83,A0A387H4Q8	290	140	A0A5J6HTZ1			Aminomethyl transferase family protein	GO:0016740		transferase activity [GO:0016740]		cluster_representative
Strep_C52955	Strep_C52955A0	1	0.0071428571428571	A0A5P9WYA4	A0A5P9WYA4	A0A0B5HSF9,A0A089YVY3,A0A5P2ALT2	397	139	A0A089YVY3			Amino acid ABC transporter substrate-binding protein	GO:0015276;GO:0016020		ligand-gated monoatomic ion channel activity [GO:0015276]	membrane [GO:0016020]	alternative_protein_2
Strep_C53326	Strep_C53326A0	1	0.0071428571428571	A0A1Z2KZW5	A0A1Z2KZW5	A0A0B5HTI9,A0A5J6GC03,A0A516RAH3	208	140	A0A1Z2KZW5			methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase)	GO:0006431;GO:0005524;GO:0004825;GO:0005829	methionyl-tRNA aminoacylation [GO:0006431]	ATP binding [GO:0005524]; methionine-tRNA ligase activity [GO:0004825]	cytosol [GO:0005829]	dominant_protein
Strep_C53332	Strep_C53332A114	12	0.0857142857142857	A0A7M2SG26	A0A1Z2L021	B1VYW8,A0A7L4Y7Z9,N0CZI5	131	139	A0A7M2SG26			Nitrogen regulatory protein P-II	GO:0006808;GO:0005524;GO:0030234;GO:0005829	regulation of nitrogen utilization [GO:0006808]	ATP binding [GO:0005524]; enzyme regulator activity [GO:0030234]	cytosol [GO:0005829]	dominant_protein
Strep_C53345	Strep_C53345A119	2	0.0142857142857142	B4VBQ0	A0A1Z2L2T9	A0A1V0R2L2,A0A7G6XK87,A0A7H8ZT26	183	140	B4VBQ0			deleted					dominant_protein
Strep_C53778	Strep_C53778A101	2	0.0142857142857142	A0A0M4DSM9	A0A2K8PT33	G2P4D9,A0A1H4W2R7,A0A0F7NCA5	215	140	A0A2K8PT33			Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	GO:0019318;GO:0000271;GO:0008879;GO:0046872	hexose metabolic process [GO:0019318]; polysaccharide biosynthetic process [GO:0000271]	glucose-1-phosphate thymidylyltransferase activity [GO:0008879]; metal ion binding [GO:0046872]		cluster_representative
Strep_C53806	Strep_C53806A27	2	0.0142857142857142	A0A1V0UDJ5	A0A2K9F6B5	A0A0B5I997,A0A1H5BQF0,A0A2Z5J7D9	440	139	A0A1V0UDJ5			FAD-dependent oxidoreductase	GO:0005737			cytoplasm [GO:0005737]	dominant_protein
Strep_C53916	Strep_C53916A234	2	0.0142857142857142	A0A3G4W2V9	A0A2R4JI41	A0A0U3ESN1,A0A0M4DS91,D7CHR6	274	140	A0A0M4DS91			Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	GO:0006436;GO:0005524;GO:0004830;GO:0005829	tryptophanyl-tRNA aminoacylation [GO:0006436]	ATP binding [GO:0005524]; tryptophan-tRNA ligase activity [GO:0004830]	cytosol [GO:0005829]	alternative_protein_2
Strep_C54071	Strep_C54071A135	2	0.0142857142857142	A0A6N9VFQ6	A0A3S8Y7G1	A0A1L6PQ84,A0A0U3KF55,A0A0N6ZPR5	154	138	A0A6N9VFQ6			Membrane protein (VIT1/CCC1 transporter family protein)	GO:0030026;GO:0005384;GO:0012505;GO:0016020	intracellular manganese ion homeostasis [GO:0030026]	manganese ion transmembrane transporter activity [GO:0005384]	endomembrane system [GO:0012505]; membrane [GO:0016020]	dominant_protein
Strep_C54182	Strep_C54182A80	2	0.0142857142857142	A0A0F7N4U9	A0A3S9PDP9	A0A0U3P6G5,A0A1L6PTR6,A0A1U9NVQ0	262	139	A0A3S9PDP9			Nitronate monooxygenase	GO:0018580		nitronate monooxygenase activity [GO:0018580]		cluster_representative
Strep_C54203	Strep_C54203A0	1	0.0071428571428571	A0A3S9PL16	A0A3S9PL16	A0A0U3Q1R2,A0A0F7N6R0,A0A6G5RER0	137	137	A0A3S9PL16			Molecular chaperone Hsp90					dominant_protein
Strep_C54361	Strep_C54361A325	2	0.0142857142857142	A0A1V0U9J2	A0A4P6TV28	A0A7H8ZYN9,A0A1V0U6B0,A0A3Q9C140	527	139	A0A1V0U9J2			Ectoine/hydroxyectoine ABC transporter permease subunit EhuC	GO:0006865;GO:0022857;GO:0043190	amino acid transport [GO:0006865]	transmembrane transporter activity [GO:0022857]	ATP-binding cassette (ABC) transporter complex [GO:0043190]	dominant_protein
Strep_C54376	Strep_C54376A258	2	0.0142857142857142	N0CW69	A0A4P6U0N2	A0A0K2AZP7,L8ET12,S5VAB3	278	140	N0CW69			Bifunctional DNA primase/polymerase					dominant_protein
Strep_C54378	Strep_C54378A0	1	0.0071428571428571	A0A4P6U0R2	A0A4P6U0R2	A0A1D7VL26,A0A0U3LIT0,A0A385DCD0	1880	140	A0A4P6U0R2			SDR family oxidoreductase	GO:0016491;GO:0016020		oxidoreductase activity [GO:0016491]	membrane [GO:0016020]	dominant_protein
Strep_C54413	Strep_C54413A119	2	0.0142857142857142	A0A1V0U6A5	A0A514JXS2	A0A5J6HCL9,A0A3S8W5G1,A0A1U9NUJ2	141	140	A0A1V0U6A5			ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	GO:0000105;GO:0005524;GO:0003879;GO:0000287;GO:0005737	L-histidine biosynthetic process [GO:0000105]	ATP binding [GO:0005524]; ATP phosphoribosyltransferase activity [GO:0003879]; magnesium ion binding [GO:0000287]	cytoplasm [GO:0005737]	dominant_protein
Strep_C54904	Strep_C54904A0	1	0.0071428571428571	A0A5J6HE41	A0A5J6HE41	A0A1D7VYV2,A0A089Z0D2,A0A5P9WMX3	207	140	A0A5J6HE41			Cytochrome d ubiquinol oxidase subunit II	GO:0019646;GO:0009055;GO:0016682;GO:0070069;GO:0005886	aerobic electron transport chain [GO:0019646]	electron transfer activity [GO:0009055]; oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor [GO:0016682]	cytochrome complex [GO:0070069]; plasma membrane [GO:0005886]	dominant_protein
Strep_C55052	Strep_C55052A31	2	0.0142857142857142	A0A1V0UFS6	A0A7L5T4G3	A0A5P8KFV1,A0A0F7FY22,A0A6N9VBK4	143	139	A0A1V0UFS6			L-threonine dehydratase catabolic TdcB (EC 4.3.1.19)	GO:0009097;GO:0006565;GO:0006567;GO:0003941;GO:0030170;GO:0004794	isoleucine biosynthetic process [GO:0009097]; L-serine catabolic process [GO:0006565]; threonine catabolic process [GO:0006567]	L-serine ammonia-lyase activity [GO:0003941]; pyridoxal phosphate binding [GO:0030170]; threonine deaminase activity [GO:0004794]		dominant_protein
Strep_C55116	Strep_C55116A0	1	0.0071428571428571	A0A7L7MDB7	A0A7L7MDB7	A0A1B1M9V8,A0A0U3Q385,A0A2R4JLI6	144	139	A0A1B1M9V8			Hydroxymethylglutaryl-CoA lyase	GO:0046951;GO:0006552;GO:0004419;GO:0046872	ketone body biosynthetic process [GO:0046951]; L-leucine catabolic process [GO:0006552]	hydroxymethylglutaryl-CoA lyase activity [GO:0004419]; metal ion binding [GO:0046872]		alternative_protein_1
Strep_C55300	Strep_C55300A0	1	0.0071428571428571	A0A7R8NQT5	A0A7R8NQT5	A0A0M3QMW8,A0A0G3UUR7,A0A7G7BMX6	275	140	A0A7R8NQT5			deleted					dominant_protein
Strep_C55304	Strep_C55304A24	2	0.0142857142857142	A0A1L6PLH0	A0A7R8NQY6	A0A7H8ZSK3,A0A1V0UE13,A0A2K9F587	135	140	A0A1V0UE13			NDP-hexose 4-ketoreductase	GO:0034605;GO:0005524;GO:0016887;GO:0005737	cellular response to heat [GO:0034605]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	cytoplasm [GO:0005737]	alternative_protein_2
Strep_C55416	Strep_C55416A106	2	0.0142857142857142	A0A3R8S3C7	A0A7T1T7D1	A0A3S8VRP4,A0A0F7N7Y7,A0A6N9VGQ5	460	140	A0A3R8S3C7			Alpha-ketoacid dehydrogenase subunit beta (Branched-chain alpha-keto acid dehydrogenase E1 subunit beta)	GO:0000287;GO:0016491		magnesium ion binding [GO:0000287]; oxidoreductase activity [GO:0016491]		dominant_protein
Strep_C55420	Strep_C55420A0	1	0.0071428571428571	A0A7T1TBV4	A0A7T1TBV4	A0A0U3P019,A0A0M4DHG3,A0A7H0HNP9	156	138	A0A7T1TBV4			Nuclease SbcCD subunit D	GO:0006310;GO:0006260;GO:0008408;GO:0004519	DNA recombination [GO:0006310]; DNA replication [GO:0006260]	3'-5' exonuclease activity [GO:0008408]; endonuclease activity [GO:0004519]		dominant_protein
Strep_C55845	Strep_C55845A0	2	0.0142857142857142	B4V4A8	B4V4A8	A0A0F7N1F8,A0A3Q8UP85,A0A3Q8W2R9	138	140	B4V4A8			deleted					dominant_protein
Strep_C55978	Strep_C55978A347	2	0.0142857142857142	A0A7H8ZM26	C9ZCF9	A0A089X343,A0A6I6SM37,L8EF90	535	140	C9ZCF9			Acetyl-coenzyme A carboxylase carboxyl transferase subunits beta/alpha (EC 2.1.3.15)	GO:0006633;GO:2001295;GO:0003989;GO:0005524;GO:0016743;GO:0008270;GO:0009317	fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]	acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; carboxyl- or carbamoyltransferase activity [GO:0016743]; zinc ion binding [GO:0008270]	acetyl-CoA carboxylase complex [GO:0009317]	cluster_representative
Strep_C55992	Strep_C55992A0	1	0.0071428571428571	C9ZGT3	C9ZGT3	A0A5P8K9M7,A0A4P6TYX7,A0A6I6WFI2	140	140	C9ZGT3			Putative membrane protein	GO:0016020			membrane [GO:0016020]	dominant_protein
Strep_C56000	Strep_C56000A149	2	0.0142857142857142	N0CS43	A0A1L7GFB6	A0A0G3ULS8,A0A3G4W040,A0A6G9FI41	156	134	N0CS43			Uncharacterized protein					dominant_protein
Strep_C56364	Strep_C56364A27	4	0.0285714285714285	A0A1L7GEX6	A0A1Z2LE58	A0A0U3D0Z1,A0A7H0NN58,B1VUP2	184	140	A0A1Z2LE58			Enolase (EC 4.2.1.11)	GO:0006096;GO:0000287;GO:0004634;GO:0005576;GO:0000015	glycolytic process [GO:0006096]	magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]	extracellular region [GO:0005576]; phosphopyruvate hydratase complex [GO:0000015]	cluster_representative
