gene	dominant_allele	dominant_count	dominant_frequency	dominant_proteins	cluster_representative	alternative_proteins	total_alleles	total_strains_with_gene	protein_id	locus_tag	gene_id	product	go_ids	go_process	go_function	go_component	annotation_source
Strep_C28576	Strep_C28576A0	1	0.0071428571428571	D7BU17	A0A1B1MB55	Q82H48,S5VP53,A0A5P9WPT9	137	137	D7BU17			Major facilitator superfamily permease	GO:0046677;GO:0022857;GO:0005886	response to antibiotic [GO:0046677]	transmembrane transporter activity [GO:0022857]	plasma membrane [GO:0005886]	dominant_protein
Strep_C28605	Strep_C28605A38	2	0.0142857142857142	A0A1V0U601	A0A2Z5JW05	D7BRG0,Q827I1,S5VIK5	135	136	A0A1V0U601			DUF3375 domain-containing protein					dominant_protein
Strep_C28774	Strep_C28774A8	2	0.0142857142857142	N0CXW5	A0A6C0Q992	D7CAB7,Q82K95,A0A089XIA6	137	138	N0CXW5			Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	GO:0035600;GO:0051539;GO:0035599;GO:0046872;GO:0103039;GO:0005829;GO:0005840	tRNA methylthiolation [GO:0035600]	4 iron, 4 sulfur cluster binding [GO:0051539]; aspartic acid methylthiotransferase activity [GO:0035599]; metal ion binding [GO:0046872]; protein methylthiotransferase activity [GO:0103039]	cytosol [GO:0005829]; ribosome [GO:0005840]	dominant_protein
Strep_C29203	Strep_C29203A18	2	0.0142857142857142	A0A3G4VQJ6	D7CI92	A0A1W5Z671,A0A0M4E951,A0A7H8ZXJ8	135	139	D7CI92			Putative ABC transporter ATP-binding protein	GO:0005524;GO:0016887		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]		cluster_representative
Strep_C29396	Strep_C29396A38	2	0.0142857142857142	A0A1V0U9A6	A0A0F7FTB0	D7C3K8,Q82CA2,S5UR82	139	140	A0A1V0U9A6			Dihydrofolate synthase/folylpolyglutamate synthase (EC 6.3.2.12) (EC 6.3.2.17) (Tetrahydrofolylpolyglutamate synthase)	GO:0046656;GO:0005524;GO:0008841;GO:0046872;GO:0004326;GO:0005737	folic acid biosynthetic process [GO:0046656]	ATP binding [GO:0005524]; dihydrofolate synthase activity [GO:0008841]; metal ion binding [GO:0046872]; tetrahydrofolylpolyglutamate synthase activity [GO:0004326]	cytoplasm [GO:0005737]	dominant_protein
Strep_C29460	Strep_C29460A18	2	0.0142857142857142	B4VG36	A0A7T1T7Z9	D7C352,Q82GC4,S5VPV2	137	138	A0A7T1T7Z9			Sensor-like histidine kinase SenX3 (EC 2.7.13.3)	GO:0016036;GO:0005524;GO:0004721;GO:0000155;GO:0005886	cellular response to phosphate starvation [GO:0016036]	ATP binding [GO:0005524]; phosphoprotein phosphatase activity [GO:0004721]; phosphorelay sensor kinase activity [GO:0000155]	plasma membrane [GO:0005886]	cluster_representative
Strep_C29500	Strep_C29500A38	2	0.0142857142857142	A0A1V0U7T9	A0A1D7VHX9	D7CF34,Q82A88,S5V1A1	135	136	A0A1V0U7T9			Anthranilate synthase component 1 (EC 4.1.3.27)	GO:0000162;GO:0004049;GO:0046872	L-tryptophan biosynthetic process [GO:0000162]	anthranilate synthase activity [GO:0004049]; metal ion binding [GO:0046872]		dominant_protein
Strep_C29793	Strep_C29793A15	2	0.0142857142857142	A0A0C5GGL3	A0A387HBP7	A0A6N9VLW3,N0D1B6,D7BXG3	138	139	A0A0C5GGL3			Flavoprotein disulfide reductase	GO:0050660;GO:0003955		flavin adenine dinucleotide binding [GO:0050660]; NAD(P)H dehydrogenase (quinone) activity [GO:0003955]		dominant_protein
Strep_C29971	Strep_C29971A0	1	0.0071428571428571	D7C8T5	A0A7L7MB20	Q82FF4,S5VQK3,A0A5J6I774	139	139	D7C8T5			RNA nucleotidyltransferase	GO:0008033;GO:0000166;GO:0016779;GO:0000049	tRNA processing [GO:0008033]	nucleotide binding [GO:0000166]; nucleotidyltransferase activity [GO:0016779]; tRNA binding [GO:0000049]		dominant_protein
Strep_C30134	Strep_C30134A0	1	0.0071428571428571	D7C4Q5	A0A7H1PT06	Q825V0,S5V0W5,A0A6I6N5P1	131	131	D7C4Q5			Putative oxidoreductase	GO:0006103;GO:0004148;GO:0050660	2-oxoglutarate metabolic process [GO:0006103]	dihydrolipoyl dehydrogenase (NADH) activity [GO:0004148]; flavin adenine dinucleotide binding [GO:0050660]		dominant_protein
Strep_C30232	Strep_C30232A0	1	0.0071428571428571	D7C1Z7	A0A3S8VR61	D7C712,N0CSG5,A0A5P2WBD0	146	139	D7C1Z7			Xaa-Pro aminopeptidase (EC 3.4.11.9)	GO:0006508;GO:0030145;GO:0070006;GO:0005829	proteolysis [GO:0006508]	manganese ion binding [GO:0030145]; metalloaminopeptidase activity [GO:0070006]	cytosol [GO:0005829]	dominant_protein
Strep_C30520	Strep_C30520A18	2	0.0142857142857142	A0A0G3UR22	A0A7H8NE74	D7CAJ0,Q82K25,S5UXX5	139	139	A0A7H8NE74			Aldehyde dehydrogenase family protein	GO:0008911		lactaldehyde dehydrogenase (NAD+) activity [GO:0008911]		cluster_representative
Strep_C30595	Strep_C30595A20	2	0.0142857142857142	A0A0M4DT89	A0A1U9QVM6	A0A7H8ZRX6,A0A1V0UDI6,D7C505	137	139	A0A1U9QVM6			PrgI family protein	GO:0016020			membrane [GO:0016020]	cluster_representative
Strep_C30604	Strep_C30604A36	2	0.0142857142857142	A0A7H8ZJ45	A0A1Z1WP51	D7BSZ7,Q826D6,A0A089XIH3	130	131	A0A1Z1WP51			Short-chain dehydrogenase	GO:0016491;GO:0005737		oxidoreductase activity [GO:0016491]	cytoplasm [GO:0005737]	cluster_representative
Strep_C30714	Strep_C30714A0	1	0.0071428571428571	D7BST6	A0A7T7L116	Q827G1,J1ZNP6,A0A387HJX0	185	140	D7BST6			Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)	GO:0019563;GO:0006072;GO:0005524;GO:0004370;GO:0005829	glycerol catabolic process [GO:0019563]; glycerol-3-phosphate metabolic process [GO:0006072]	ATP binding [GO:0005524]; glycerol kinase activity [GO:0004370]	cytosol [GO:0005829]	dominant_protein
Strep_C31194	Strep_C31194A18	2	0.0142857142857142	B4V314	N0CSH7	A0A1U9P0Z7,A0A7G6XI79,A0A1V0UBL6	137	140	N0CSH7			Menaquinone biosynthesis decarboxylase, SCO4490 family	GO:0006744;GO:0008694;GO:0005829	ubiquinone biosynthetic process [GO:0006744]	3-octaprenyl-4-hydroxybenzoate carboxy-lyase activity [GO:0008694]	cytosol [GO:0005829]	cluster_representative
Strep_C31471	Strep_C31471A18	2	0.0142857142857142	A0A3G4VPF3	N0CSC0	D7BV87,Q827P0,S5VIS7	139	140	N0CSC0			GMP reductase (EC 1.7.1.7) (Guanosine 5'-monophosphate reductase) (GMPR)	GO:0032264;GO:0006166;GO:0003920;GO:0003938;GO:0005829	IMP salvage [GO:0032264]; purine ribonucleoside salvage [GO:0006166]	GMP reductase activity [GO:0003920]; IMP dehydrogenase activity [GO:0003938]	cytosol [GO:0005829]	cluster_representative
Strep_C31749	Strep_C31749A0	1	0.0071428571428571	D7CCB7	A0A7T1T4W0	Q82JR3,S5VA72,A0A5J6IBP3	138	138	D7CCB7			Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)	GO:0006424;GO:0005524;GO:0004818;GO:0000049;GO:0008270;GO:0005829	glutamyl-tRNA aminoacylation [GO:0006424]	ATP binding [GO:0005524]; glutamate-tRNA ligase activity [GO:0004818]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]	cytosol [GO:0005829]	dominant_protein
Strep_C31773	Strep_C31773A86	3	0.0214285714285714	A0A5P2BSM1	A0A0C5G6K1	A0A3R8S3Z8,A0A7L4Z5E8,A0A3Q8VTA5	133	139	A0A5P2BSM1			UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase)	GO:0051301;GO:0071555;GO:0009252;GO:0008360;GO:0003677;GO:0016765;GO:0005737	cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	DNA binding [GO:0003677]; transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]	cytoplasm [GO:0005737]	dominant_protein
Strep_C32045	Strep_C32045A37	2	0.0142857142857142	A0A1V0UH40	A0A6I6N8V1	D7CC79,Q82JV0,S5UXR3	138	139	A0A1V0UH40			Signal recognition particle receptor FtsY (SRP receptor) (EC 3.6.5.4)	GO:0006614;GO:0005525;GO:0003924;GO:0005047;GO:0005737;GO:0005886	SRP-dependent cotranslational protein targeting to membrane [GO:0006614]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; signal recognition particle binding [GO:0005047]	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]	dominant_protein
Strep_C32158	Strep_C32158A30	2	0.0142857142857142	A0A1W5XU66	A0A345HUU0	N0CVU9,A0A6N9VDW6,D7CE08	137	139	A0A345HUU0			Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	GO:0006412;GO:0005524;GO:0050567;GO:0016740;GO:0030956	translation [GO:0006412]	ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]; transferase activity [GO:0016740]	glutamyl-tRNA(Gln) amidotransferase complex [GO:0030956]	cluster_representative
Strep_C32394	Strep_C32394A0	1	0.0071428571428571	D7BQC0	A0A7H0HXE3	Q82IS2,S5UWU2,A0A5P2UIB9	135	135	A0A7H0HXE3			Zinc-dependent metalloprotease	GO:0006508;GO:0008237	proteolysis [GO:0006508]	metallopeptidase activity [GO:0008237]		cluster_representative
Strep_C32411	Strep_C32411A20	3	0.0214285714285714	A0A1W5Z5X9	A0A7T1TAJ1	A0A0U3B6K4,A0A1L6PQ93,B1W0V3	123	140	A0A7T1TAJ1			Small ribosomal subunit protein bS1 (30S ribosomal protein S1)	GO:0006412;GO:0003729;GO:0003735;GO:1990904;GO:0005840	translation [GO:0006412]	mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	cluster_representative
Strep_C32428	Strep_C32428A0	1	0.0071428571428571	D7C6G9	A0A0A8EIR4	Q82L07,S5V3W8,A0A5P9WHG6	138	138	D7C6G9			UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)	GO:0051301;GO:0071555;GO:0009252;GO:0008360;GO:0005524;GO:0008763;GO:0005737	cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	ATP binding [GO:0005524]; UDP-N-acetylmuramate-L-alanine ligase activity [GO:0008763]	cytoplasm [GO:0005737]	dominant_protein
Strep_C32567	Strep_C32567A15	2	0.0142857142857142	A0A0C5GET3	A0A7T1T774	A0A6C0Q4I5,A0A1U9QTU8,A0A1H4QV88	130	133	A0A0C5GET3			Replicative DNA helicase (EC 5.6.2.3)	GO:0006269;GO:0005524;GO:0016887;GO:0003677;GO:0003678;GO:0005829;GO:1990077	DNA replication, synthesis of primer [GO:0006269]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]	cytosol [GO:0005829]; primosome complex [GO:1990077]	dominant_protein
Strep_C32725	Strep_C32725A0	1	0.0071428571428571	D7C3B9	D7C3B9	Q82CK3,S5VMU8,A0A0B5DHW6	151	137	D7C3B9			methylmalonate-semialdehyde dehydrogenase (CoA acylating) (EC 1.2.1.27)	GO:0006574;GO:0006210;GO:0004491	L-valine catabolic process [GO:0006574]; thymine catabolic process [GO:0006210]	methylmalonate-semialdehyde dehydrogenase (acylating, NAD) activity [GO:0004491]		dominant_protein
Strep_C32808	Strep_C32808A0	1	0.0071428571428571	D7CHM4	A0A3G4W0I6	Q82IW5,S5VMH5,A0A5J6IA06	140	140	D7CHM4			histidine kinase (EC 2.7.13.3)	GO:0000160;GO:0005524;GO:0016301	phosphorelay signal transduction system [GO:0000160]	ATP binding [GO:0005524]; kinase activity [GO:0016301]		dominant_protein
Strep_C33125	Strep_C33125A38	2	0.0142857142857142	A0A7H8ZQ19	A0A0F7CPI3	A0A1H4SGM1,G2PD64,N0D0Y3	137	140	A0A0F7CPI3			Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	GO:0006177;GO:0006183;GO:0003938;GO:0046872;GO:0000166	GMP biosynthetic process [GO:0006177]; GTP biosynthetic process [GO:0006183]	IMP dehydrogenase activity [GO:0003938]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]		cluster_representative
Strep_C33136	Strep_C33136A0	1	0.0071428571428571	D7CGB7	A0A3Q9FXZ9	Q82EG5,N0CII9,A0A5P2D5F4	149	136	D7CGB7			Aldehyde dehydrogenase	GO:0016620		oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]		dominant_protein
Strep_C33217	Strep_C33217A38	2	0.0142857142857142	A0A1V0UHN6	Q82JL2	D7CE06,S5VA27,A0A5J6I8R9	139	140	A0A1V0UHN6			Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)	GO:0070681;GO:0006412;GO:0050566;GO:0005524;GO:0050567;GO:0016740	glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; translation [GO:0006412]	asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050566]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]; transferase activity [GO:0016740]		dominant_protein
Strep_C33314	Strep_C33314A24	2	0.0142857142857142	A0A0N6ZRX8	A0A5J6JB57	A0A5J6HFE3,A0A3S8W5S7,N0CSW5	137	140	A0A5J6JB57			Proteasome accessory factor PafA2	GO:0019941;GO:0010498;GO:0070490;GO:0005524;GO:0016811;GO:0008233;GO:0000502	modification-dependent protein catabolic process [GO:0019941]; proteasomal protein catabolic process [GO:0010498]; protein pupylation [GO:0070490]	ATP binding [GO:0005524]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]; peptidase activity [GO:0008233]	proteasome complex [GO:0000502]	cluster_representative
Strep_C33459	Strep_C33459A0	1	0.0071428571428571	D7BV91	A0A5R9M5P2	Q827P6,S5VIT4,A0A5J6HYA7	139	139	D7BV91			RNA-binding Sun protein	GO:0006355;GO:0001510;GO:0003723;GO:0008173	regulation of DNA-templated transcription [GO:0006355]; RNA methylation [GO:0001510]	RNA binding [GO:0003723]; RNA methyltransferase activity [GO:0008173]		dominant_protein
Strep_C33612	Strep_C33612A18	2	0.0142857142857142	A0A3G4VTF0	A0A3S8VP81	A0A7H8ZTQ1,A0A1V0UA80,A0A7R8RQ60	137	140	A0A1V0UA80			NADH dehydrogenase FAD-containing subunit	GO:0003954		NADH dehydrogenase activity [GO:0003954]		alternative_protein_2
Strep_C34079	Strep_C34079A15	2	0.0142857142857142	A0A0C5FY33	A0A1Z1W7U8	A0A0M5IS00,A0A6G9FLY0,A0A7H9A190	136	140	A0A0C5FY33			GTPase Der (GTP-binding protein EngA)	GO:0042254;GO:0005525;GO:0043022	ribosome biogenesis [GO:0042254]	GTP binding [GO:0005525]; ribosome binding [GO:0043022]		dominant_protein
Strep_C34086	Strep_C34086A4	5	0.0357142857142857	B1VZG8	A0A291Q6M2	A0A5P2C237,A0A3Q8UNP2,A0A0F7N094	124	140	B1VZG8			Glutamine synthetase	GO:0006542;GO:0005524;GO:0004356;GO:0046872	glutamine biosynthetic process [GO:0006542]	ATP binding [GO:0005524]; glutamine synthetase activity [GO:0004356]; metal ion binding [GO:0046872]		dominant_protein
Strep_C34436	Strep_C34436A0	1	0.0071428571428571	D7BXI6	A0A1D8G5I4	Q82I11,S5V098,A0A5J6I7E0	140	139	D7BXI6			Aldehyde dehydrogenase	GO:0016620		oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]		dominant_protein
Strep_C34488	Strep_C34488A0	1	0.0071428571428571	D7C994	A0A5P8K0W2	Q82B92,S5V238,A0A7L4Y155	131	131	A0A5P8K0W2			Chromosome partition protein Smc	GO:0016020			membrane [GO:0016020]	cluster_representative
Strep_C34569	Strep_C34569A38	2	0.0142857142857142	A0A1V0U9S4	A0A1S6JC56	D7BXM7,Q82D36,S5VNH9	139	140	A0A1V0U9S4			FAD-binding oxidoreductase	GO:0071949;GO:0016491		FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]		dominant_protein
Strep_C3479	Strep_C3479A0	1	0.0071428571428571	D7CHE7	A0A2K9ER48	Q82J10,S5VV50,A0A5P2UHS6	138	138	D7CHE7			Multifunctional 2-oxoglutarate metabolism enzyme (EC 1.2.4.2) (EC 2.2.1.5) (EC 2.3.1.61) (EC 4.1.1.71) (2-hydroxy-3-oxoadipate synthase) (2-oxoglutarate carboxy-lyase) (2-oxoglutarate decarboxylase) (Alpha-ketoglutarate decarboxylase) (Alpha-ketoglutarate-glyoxylate carboligase)	GO:0006099;GO:0050439;GO:0008683;GO:0004149;GO:0000287;GO:0004591;GO:0030976;GO:0005829;GO:0045252	tricarboxylic acid cycle [GO:0006099]	2-hydroxy-3-oxoadipate synthase activity [GO:0050439]; 2-oxoglutarate decarboxylase activity [GO:0008683]; dihydrolipoyllysine-residue succinyltransferase activity [GO:0004149]; magnesium ion binding [GO:0000287]; oxoglutarate dehydrogenase (succinyl-transferring) activity [GO:0004591]; thiamine pyrophosphate binding [GO:0030976]	cytosol [GO:0005829]; oxoglutarate dehydrogenase complex [GO:0045252]	dominant_protein
Strep_C35658	Strep_C35658A15	2	0.0142857142857142	A0A0F7N559	A0A7H8N8I9	A0A0U3K6S8,A0A7H0NLN9,A0A7H8ZRY5	130	134	A0A7H8N8I9			ATP-binding protein	GO:0005524		ATP binding [GO:0005524]		cluster_representative
Strep_C35751	Strep_C35751A0	1	0.0071428571428571	D7CFU7	A0A2N9BGT8	D7CGL0,I2MWJ9,A0A2S2G3R4	270	140	D7CFU7			Pyruvate kinase (EC 2.7.1.40)	GO:0005524;GO:0016301;GO:0000287;GO:0030955;GO:0004743		ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; potassium ion binding [GO:0030955]; pyruvate kinase activity [GO:0004743]		dominant_protein
Strep_C35976	Strep_C35976A30	2	0.0142857142857142	A0A1D7VDR6	A0A4P6TX78	A0A6N9VBB0,N0CY05,D7C8X7	134	135	A0A1D7VDR6			Cell division protein FtsW	GO:0051301;GO:0008360;GO:0015648;GO:0032153;GO:0005886	cell division [GO:0051301]; regulation of cell shape [GO:0008360]	lipid-linked peptidoglycan transporter activity [GO:0015648]	cell division site [GO:0032153]; plasma membrane [GO:0005886]	dominant_protein
Strep_C35994	Strep_C35994A0	1	0.0071428571428571	D7BU38	A0A5J6GIP0	Q82H74,S5VP32,A0A6I6F892	136	136	D7BU38			Molybdopterin molybdenumtransferase (EC 2.10.1.1)	GO:0006777;GO:0046872;GO:0061599;GO:0005829	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	metal ion binding [GO:0046872]; molybdopterin molybdotransferase activity [GO:0061599]	cytosol [GO:0005829]	dominant_protein
Strep_C36076	Strep_C36076A0	1	0.0071428571428571	D7CCB3	A0A0U3C3T5	Q82JR8,S5VN59,A0A5J6FAW1	144	140	D7CCB3			3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	GO:0009098;GO:0047456;GO:0003861;GO:0051539;GO:0016853;GO:0046872	L-leucine biosynthetic process [GO:0009098]	2-methylisocitrate dehydratase activity [GO:0047456]; 3-isopropylmalate dehydratase activity [GO:0003861]; 4 iron, 4 sulfur cluster binding [GO:0051539]; isomerase activity [GO:0016853]; metal ion binding [GO:0046872]		dominant_protein
Strep_C36407	Strep_C36407A0	1	0.0071428571428571	D7BRV4	I2N5I4	Q82ID7,S5V0L7,A0A5J6I882	140	140	D7BRV4			Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase)	GO:0006106;GO:0006099;GO:0004333;GO:0005737	fumarate metabolic process [GO:0006106]; tricarboxylic acid cycle [GO:0006099]	fumarate hydratase activity [GO:0004333]	cytoplasm [GO:0005737]	dominant_protein
Strep_C36448	Strep_C36448A94	2	0.0142857142857142	A0A5P2CMH7	A0A1Z2KZW0	D7CBI2,D7CC40,J1SAF9	146	139	A0A5P2CMH7			Gamma-aminobutyraldehyde dehydrogenase	GO:0016620		oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]		dominant_protein
Strep_C36525	Strep_C36525A0	1	0.0071428571428571	D7BYZ3	A0A6C0QDF2	Q82ML5,S5VCS1,A0A5P2UFE5	136	136	D7BYZ3			Putative aminotransferase	GO:0042802;GO:0030170;GO:0008483		identical protein binding [GO:0042802]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]		dominant_protein
Strep_C36553	Strep_C36553A0	1	0.0071428571428571	D7CF05	A0A7T1TAK0	Q82AA6,S5VEK3,A0A5J6HYD5	140	140	D7CF05			Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	GO:0000105;GO:0004399;GO:0051287;GO:0008270;GO:0005829	L-histidine biosynthetic process [GO:0000105]	histidinol dehydrogenase activity [GO:0004399]; NAD binding [GO:0051287]; zinc ion binding [GO:0008270]	cytosol [GO:0005829]	dominant_protein
Strep_C36597	Strep_C36597A0	1	0.0071428571428571	D7CIB2	A0A1D7VIE7	Q829F1,S5VDT7,A0A5P8JZ88	134	134	D7CIB2			Peptidase	GO:0006508;GO:0008237	proteolysis [GO:0006508]	metallopeptidase activity [GO:0008237]		dominant_protein
Strep_C36619	Strep_C36619A22	2	0.0142857142857142	A0A1L6PV29	A0A291Q6K7	A0A1W5XLR9,A0A1D7VHS0,A0A7H9A2A1	142	139	A0A291Q6K7			Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	GO:0008652;GO:0009073;GO:0009423;GO:0003849	amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]	3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849]		cluster_representative
Strep_C36640	Strep_C36640A0	1	0.0071428571428571	D7C3M2	A0A0F7FS34	Q82C85,S5VG50,A0A5J6I2E1	139	139	D7C3M2			GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg)	GO:0042254;GO:0005525;GO:0003924;GO:0000287;GO:0005737	ribosome biogenesis [GO:0042254]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; magnesium ion binding [GO:0000287]	cytoplasm [GO:0005737]	dominant_protein
Strep_C36738	Strep_C36738A21	2	0.0142857142857142	A0A1W5YXQ9	D7CFY9	A0A7H8ZPJ4,A0A1V0UGR2,Q82J84	138	140	D7CFY9			ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	GO:0005524;GO:0016787;GO:0046933;GO:0005886;GO:0045259		ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex [GO:0045259]	cluster_representative
Strep_C37200	Strep_C37200A0	1	0.0071428571428571	D7C8L6	A0A1I6PY18	Q82KI2,S5VNY1,A0A5J6I898	140	140	D7C8L6			Protease	GO:0006508;GO:0046872;GO:0008233	proteolysis [GO:0006508]	metal ion binding [GO:0046872]; peptidase activity [GO:0008233]		dominant_protein
Strep_C37222	Strep_C37222A0	1	0.0071428571428571	D7CG10	A0A7T1WRV3	Q82J63,S5V9N5,A0A5P9WJ68	139	139	D7CG10			Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	GO:0009089;GO:0008836;GO:0030170	lysine biosynthetic process via diaminopimelate [GO:0009089]	diaminopimelate decarboxylase activity [GO:0008836]; pyridoxal phosphate binding [GO:0030170]		dominant_protein
Strep_C37273	Strep_C37273A0	1	0.0071428571428571	Q82KY7	A0A1S6JJF0	G2NMJ5,A0A089XGP3,A0A6I6FHD9	134	134	Q82KY7			Flavoprotein oxidoreductase	GO:0016491		oxidoreductase activity [GO:0016491]		dominant_protein
Strep_C37404	Strep_C37404A38	2	0.0142857142857142	A0A7H8ZNP7	G2PBU3	D7BTF5,Q82I56,S5UW86	138	139	G2PBU3			L-threonine dehydratase catabolic TdcB (EC 4.3.1.19)	GO:0009097;GO:0006565;GO:0006567;GO:0003941;GO:0030170;GO:0004794	isoleucine biosynthetic process [GO:0009097]; L-serine catabolic process [GO:0006565]; threonine catabolic process [GO:0006567]	L-serine ammonia-lyase activity [GO:0003941]; pyridoxal phosphate binding [GO:0030170]; threonine deaminase activity [GO:0004794]		cluster_representative
Strep_C3742	Strep_C3742A106	2	0.0142857142857142	A0A7L4Z7Q6	A0A0F7NC30	A0A1W5YZC4,A0A0M4DH45,A0A7H8ZQ88	137	140	A0A7L4Z7Q6			deleted					dominant_protein
Strep_C37468	Strep_C37468A0	1	0.0071428571428571	D7C2X3	A0A3G2J8H5	Q82LR1,S5VQ48,A0A5P9WGR0	137	137	D7C2X3			Phenylhydantoinase (EC 3.5.2.-)	GO:0016812;GO:0005829		hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides [GO:0016812]	cytosol [GO:0005829]	dominant_protein
Strep_C37510	Strep_C37510A37	2	0.0142857142857142	A0A7H8ZK01	A0A7H8NEU4	Q82LJ3,G2NRC2,A0A089XJC1	135	136	A0A7H8NEU4			8-oxoguanine deaminase (EC 3.5.4.32)	GO:0102127;GO:0019239;GO:0046872		8-oxoguanine deaminase activity [GO:0102127]; deaminase activity [GO:0019239]; metal ion binding [GO:0046872]		cluster_representative
Strep_C37525	Strep_C37525A0	1	0.0071428571428571	D7CHY2	A0A7H1Q086	Q82E21,S5VKF3,A0A5Q0LCZ9	143	140	D7CHY2			Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	GO:0006782;GO:0042286;GO:0030170;GO:0008483;GO:0005737	protoporphyrinogen IX biosynthetic process [GO:0006782]	glutamate-1-semialdehyde 2,1-aminomutase activity [GO:0042286]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]	cytoplasm [GO:0005737]	dominant_protein
Strep_C37654	Strep_C37654A0	1	0.0071428571428571	D7C8K5	A0A5P2W933	Q82KJ4,S5VAZ5,A0A5P8KDI7	137	136	D7C8K5			FAD-dependent oxidoreductase	GO:0019853;GO:0003885;GO:0071949;GO:0080049;GO:0016020	L-ascorbic acid biosynthetic process [GO:0019853]	D-arabinono-1,4-lactone oxidase activity [GO:0003885]; FAD binding [GO:0071949]; L-gulono-1,4-lactone dehydrogenase activity [GO:0080049]	membrane [GO:0016020]	dominant_protein
