genome	organism	origin_contig	origin_confidence	warnings	origin_position	chromosome_length	origin_relative_pos	origin_type	left_all_genes	left_all_leading	left_all_lagging	left_all_leading_prop	left_core_genes	left_core_leading	left_core_lagging	left_core_leading_prop	left_enrichment	left_pvalue_dir	left_pvalue_two	right_all_genes	right_all_leading	right_all_lagging	right_all_leading_prop	right_core_genes	right_core_leading	right_core_lagging	right_core_leading_prop	right_enrichment	right_pvalue_dir	right_pvalue_two	genome_M	genome_n_leading	genome_K_core	genome_x_core_leading	genome_pvalue	combined_enrichment	gtf_path	genome_q	sig_genome	combined_pvalue	combined_q	sig_combined	mean_enrichment
GCF_036175285.1	Streptomyces goshikiensis (strain=NBC_00283)	NZ_CP108057.1	real_real		3919071	7916913	0.49502514427024774	central	3296	1821	1475	0.5524878640776699	297	220	77	0.7407407407407407	0.18825287666307078	1.925364234851336e-12	3.850728469702672e-12	3541	2005	1536	0.5662242304433776	330	234	96	0.7090909090909091	0.14286667864753155	1.518407100454111e-08	3.036814200908222e-08	6837	3826	627	454	4.448041066191296e-19	0.164480769917134	gtf_oriented/GCF_036175285.1_oriented.gtf	5.133610698411605e-18	True	4.448041066191296e-19	5.133610698411605e-18	True	0.16555977765530117
GCF_036177905.1	Streptomyces canus (strain=NBC_00277)	NZ_CP108065.1	real_real		5538827	10690313	0.5181164480403895	central	4749	2640	2109	0.5559065066329754	313	227	86	0.7252396166134185	0.16933310998044315	1.3623315343564243e-10	2.7246630687128487e-10	4491	2591	1900	0.5769316410598976	325	227	98	0.6984615384615385	0.12152989740164089	1.9181779404375833e-06	3.836355880875167e-06	9240	5231	638	454	3.2948997645533036e-15	0.1454732049559636	gtf_oriented/GCF_036177905.1_oriented.gtf	4.344846859337585e-15	True	3.2948997645533036e-15	4.344846859337585e-15	True	0.14543150369104202
GCF_036178145.1	Streptomyces sp. NBC_00273 (strain=NBC_00273)	NZ_CP108067.1	real_real		5161688	10313801	0.5004641838639314	central	4600	2553	2047	0.555	308	226	82	0.7337662337662337	0.17876623376623368	1.7027582589437216e-11	3.405516517887443e-11	4136	2341	1795	0.5660058027079303	323	232	91	0.718266253869969	0.15226045116203868	3.179412691202632e-09	6.358825382405264e-09	8736	4894	631	458	4.255689201939252e-19	0.16562138996766573	gtf_oriented/GCF_036178145.1_oriented.gtf	5.003417771999607e-18	True	4.255689201939252e-19	5.003417771999607e-18	True	0.16551334246413618
GCF_036178565.1	Streptomyces sp. NBC_00272 (strain=NBC_00272)	NZ_CP108068.1	real_real		4169308	8667248	0.4810417332006653	central	3693	2071	1622	0.5607906850798808	302	221	81	0.7317880794701986	0.1709973943903178	1.2315858267320992e-10	2.4631716534641985e-10	3946	2214	1732	0.5610745058286872	321	231	90	0.719626168224299	0.1585516623956118	7.999960802485791e-10	1.5999921604971582e-09	7639	4285	623	452	7.866789000375339e-19	0.16458437388437352	gtf_oriented/GCF_036178565.1_oriented.gtf	7.223664644140274e-18	True	7.866789000375339e-19	7.223664644140274e-18	True	0.1647745283929648
GCF_036178845.1	Streptomyces sp. NBC_00271 (strain=NBC_00271)	NZ_CP108070.1	real_real		6057599	11931669	0.5076908352050329	central	4902	2633	2269	0.5371277029783762	316	229	87	0.7246835443037974	0.18755584132542125	1.3188211352745074e-12	2.6376422705490148e-12	5072	2848	2224	0.5615141955835962	333	237	96	0.7117117117117117	0.1501975161281155	4.067732265842581e-09	8.135464531685162e-09	9974	5481	649	466	6.320692620310502e-20	0.16849896016236976	gtf_oriented/GCF_036178845.1_oriented.gtf	1.807143480988775e-18	True	6.320692620310502e-20	1.807143480988775e-18	True	0.16887667872676837
GCF_036178905.1	Streptomyces sp. NBC_00269 (strain=NBC_00269)	NZ_CP108075.1	real_real		5423384	10965112	0.49460361189197155	central	4712	2576	2136	0.5466893039049237	323	232	91	0.718266253869969	0.17157694996504536	4.39177881705485e-11	8.7835576341097e-11	4659	2684	1975	0.5760892895471131	329	234	95	0.7112462006079028	0.13515691106078964	1.0836420622397674e-07	2.1672841244795347e-07	9371	5260	652	466	4.9083530564891585e-17	0.15341776908658944	gtf_oriented/GCF_036178905.1_oriented.gtf	1.2810597811334774e-16	True	4.9083530564891585e-17	1.2810597811334774e-16	True	0.1533669305129175
GCF_036180305.1	Streptomyces sp. NBC_00267 (strain=NBC_00267)	NZ_CP108076.1	real_real		4514482	9195948	0.490920783806085	central	3796	2061	1735	0.5429399367755532	311	228	83	0.7331189710610932	0.19017903428554006	5.321568518606261e-13	1.0643137037212522e-12	4012	2322	1690	0.5787637088733799	328	228	100	0.6951219512195121	0.11635824234613223	4.0361412608738555e-06	8.072282521747711e-06	7808	4383	639	456	1.0945150575770281e-16	0.15226768740860464	gtf_oriented/GCF_036180305.1_oriented.gtf	2.454367098809093e-16	True	1.0945150575770281e-16	2.454367098809093e-16	True	0.15326863831583615
GCF_036181125.1	Streptomyces europaeiscabiei (strain=NBC_00261)	NZ_CP108079.1	real_real		5904266	11764821	0.5018576993224121	central	4876	2598	2278	0.5328137817883511	320	230	90	0.71875	0.18593621821164885	1.5899186774580427e-12	3.1798373549160854e-12	4622	2549	2073	0.5514928602336651	328	227	101	0.6920731707317073	0.1405803104980422	4.815325555800354e-08	9.630651111600708e-08	9498	5147	648	457	1.0103104980355719e-18	0.1633433549363219	gtf_oriented/GCF_036181125.1_oriented.gtf	8.480443328025333e-18	True	1.0103104980355719e-18	8.480443328025333e-18	True	0.16325826435484553
GCF_036181745.1	Streptomyces sp. NBC_00259 (strain=NBC_00259)	NZ_CP108080.1	real_real		3957286	8164337	0.48470390186000406	central	3401	1876	1525	0.5516024698618054	310	222	88	0.7161290322580646	0.16452656239625918	3.5114879226175774e-10	7.022975845235155e-10	3615	2060	1555	0.5698478561549101	320	230	90	0.71875	0.14890214384508993	6.417702380496189e-09	1.2835404760992378e-08	7016	3936	630	452	1.9064406946827672e-17	0.15645689670775187	gtf_oriented/GCF_036181745.1_oriented.gtf	6.197163808555352e-17	True	1.9064406946827672e-17	6.197163808555352e-17	True	0.15671435312067455
GCF_036182465.1	Streptomyces sp. NBC_00258 (strain=NBC_00258)	NZ_CP108081.1	real_real		6355520	12221904	0.5200106300949509	central	5074	2672	2402	0.5266062278281435	292	182	110	0.6232876712328768	0.09668144340473328	0.0003802620028161869	0.0007605240056323739	4996	2735	2261	0.5474379503602882	355	274	81	0.7718309859154929	0.22439303555520473	8.105154501683815e-20	1.621030900336763e-19	10070	5407	647	456	1.5780913561733183e-19	0.16784993453860075	gtf_oriented/GCF_036182465.1_oriented.gtf	2.9723942229673424e-18	True	1.5780913561733183e-19	2.9723942229673424e-18	True	0.160537239479969
GCF_036183285.1	Streptomyces sp. NBC_00257 (strain=NBC_00257)	NZ_CP108082.1	real_real		5022626	9024268	0.5565687987103219	central	4247	2427	1820	0.5714622086178479	328	226	102	0.6890243902439024	0.11756218162605447	3.644540386118919e-06	7.289080772237838e-06	3427	1880	1547	0.5485847680186752	306	228	78	0.7450980392156863	0.19651327119701112	9.396873348027058e-14	1.8793746696054117e-13	7674	4307	634	454	4.221312502597616e-17	0.15484256315519895	gtf_oriented/GCF_036183285.1_oriented.gtf	1.143485110967817e-16	True	4.221312502597616e-17	1.143485110967817e-16	True	0.1570377264115328
GCF_036187565.1	Streptomyces sp. NBC_00252 (strain=NBC_00252)	NZ_CP108087.1	real_real		5268789	10137112	0.5197524699342376	central	4418	2459	1959	0.5565866908103214	286	181	105	0.6328671328671329	0.0762804420568115	0.004148373667002505	0.00829674733400501	4268	2370	1898	0.5552952202436738	360	281	79	0.7805555555555556	0.22526033531188172	1.2386958537658331e-20	2.4773917075316662e-20	8686	4829	646	462	4.264777522403067e-18	0.15921817179918007	gtf_oriented/GCF_036187565.1_oriented.gtf	2.1721012644465827e-17	True	4.264777522403067e-18	2.1721012644465827e-17	True	0.1507703886843466
GCF_036188265.1	Streptomyces sp. NBC_00247 (strain=NBC_00247)	NZ_CP108093.1	real_real		3918046	7336610	0.5340403810479227	central	3241	1832	1409	0.5652576365319346	361	274	87	0.7590027700831025	0.19374513355116785	4.353336133936997e-16	8.706672267873994e-16	2805	1644	1161	0.586096256684492	264	178	86	0.6742424242424242	0.08814616755793225	0.0012589784681202208	0.0025179569362404415	6046	3476	625	452	4.3876754343628903e-16	0.14827442937479318	gtf_oriented/GCF_036188265.1_oriented.gtf	7.349794535856878e-16	True	4.3876754343628903e-16	7.349794535856878e-16	True	0.14094565055455005
GCF_036189065.1	Streptomyces jietaisiensis (strain=NBC_00522)	NZ_CP108325.1	real_real		3811735	7519007	0.5069465954746418	central	3272	1760	1512	0.5378973105134475	308	215	93	0.698051948051948	0.16015463753850057	1.3167102373196043e-09	2.6334204746392086e-09	3130	1772	1358	0.5661341853035143	322	228	94	0.7080745341614907	0.14194034885797635	2.3639964502829278e-08	4.7279929005658555e-08	6402	3532	630	443	1.8908439668799316e-16	0.15147201023489687	gtf_oriented/GCF_036189065.1_oriented.gtf	3.7341942077471803e-16	True	1.8908439668799316e-16	3.7341942077471803e-16	True	0.15104749319823846
GCF_036189845.1	Streptomyces jietaisiensis (strain=NBC_00521)	NZ_CP108326.1	real_real		3711218	7415029	0.500499458599555	central	3182	1682	1500	0.5285983658076682	308	215	93	0.698051948051948	0.16945358224427987	1.4881775375860866e-10	2.976355075172173e-10	3121	1771	1350	0.5674463313040692	322	228	94	0.7080745341614907	0.1406282028574215	3.098774715092524e-08	6.197549430185048e-08	6303	3453	630	443	3.3056019938652466e-17	0.15534023858631196	gtf_oriented/GCF_036189845.1_oriented.gtf	9.303250868262236e-17	True	3.3056019938652466e-17	9.303250868262236e-17	True	0.15504089255085068
GCF_036190545.1	Streptomyces jietaisiensis (strain=NBC_00504)	NZ_CP108329.1	real_real		3944383	7636937	0.5164875656300425	central	3396	1800	1596	0.5300353356890459	308	215	93	0.698051948051948	0.1680166123629021	2.3721833071002536e-10	4.744366614200507e-10	3108	1787	1321	0.574967824967825	322	228	94	0.7080745341614907	0.13310670919366574	1.4304986978380885e-07	2.860997395676177e-07	6504	3587	630	443	1.8371152876869226e-16	0.1516678381069525	gtf_oriented/GCF_036190545.1_oriented.gtf	3.6452539935491306e-16	True	1.8371152876869226e-16	3.6452539935491306e-16	True	0.15056166077828392
GCF_036191345.1	Streptomyces sp. NBC_00441 (strain=NBC_00441)	NZ_CP107919.1	real_real		3931231	7403403	0.5310032426979863	central	3458	2005	1453	0.5798149219201851	327	224	103	0.6850152905198776	0.1052003685996925	2.623768955725306e-05	5.247537911450612e-05	2964	1696	1268	0.5721997300944669	299	223	76	0.745819397993311	0.1736196678988441	3.997372876509179e-11	7.994745753018358e-11	6422	3701	626	447	4.989283486350066e-14	0.13775728998659764	gtf_oriented/GCF_036191345.1_oriented.gtf	5.5840913041177787e-14	True	4.989283486350066e-14	5.5840913041177787e-14	True	0.1394100182492683
GCF_036192275.1	Streptomyces sp. NBC_00250 (strain=NBC_00250)	NZ_CP108088.1	real_real		4690251	9158577	0.5121156922085167	central	4103	2300	1803	0.5605654399220082	333	228	105	0.6846846846846847	0.12411924476267644	9.2816959639999e-07	1.85633919279998e-06	3840	2117	1723	0.5513020833333333	300	223	77	0.7433333333333333	0.19203125	7.359546554602841e-13	1.4719093109205682e-12	7943	4417	633	451	2.8349992739450465e-17	0.15639313202937433	gtf_oriented/GCF_036192275.1_oriented.gtf	8.255622885701085e-17	True	2.8349992739450465e-17	8.255622885701085e-17	True	0.1580752473813382
GCF_036194065.1	Streptomyces sp. NBC_00239 (strain=NBC_00239)	NZ_CP108095.1	real_real		4283252	8510107	0.5033135306054318	central	3663	2007	1656	0.547911547911548	302	219	83	0.7251655629139073	0.17725401500235938	3.1890881909043554e-11	6.378176381808711e-11	3588	2002	1586	0.5579710144927537	318	229	89	0.720125786163522	0.1621547716707683	3.5945591754693994e-10	7.189118350938799e-10	7251	4009	620	448	8.586832927327951e-20	0.1696913885070357	gtf_oriented/GCF_036194065.1_oriented.gtf	2.2045379229752168e-18	True	8.586832927327951e-20	2.2045379229752168e-18	True	0.16970439333656384
GCF_036195045.1	Streptomyces sp. NBC_00236 (strain=NBC_00236)	NZ_CP108100.1	real_real		4212458	8333111	0.505508446965365	central	3600	2049	1551	0.5691666666666667	330	226	104	0.6848484848484848	0.11568181818181811	4.2104312796638765e-06	8.420862559327753e-06	3566	2067	1499	0.5796410544026921	305	229	76	0.7508196721311475	0.17117861772845544	5.757375891726557e-11	1.1514751783453114e-10	7166	4116	635	455	6.8484454896479806e-15	0.14215642106974968	gtf_oriented/GCF_036195045.1_oriented.gtf	8.496394897413372e-15	True	6.8484454896479806e-15	8.496394897413372e-15	True	0.14343021795513677
GCF_036195325.1	Streptomyces sp. NBC_00234 (strain=NBC_00234)	NZ_CP108101.1	real_real		4164232	8273527	0.5033200471818126	central	3571	1980	1591	0.5544665359843182	328	227	101	0.6920731707317073	0.1376066347473891	6.427011044205372e-08	1.2854022088410744e-07	3463	1936	1527	0.5590528443546058	303	227	76	0.7491749174917491	0.19012207313714335	6.223987711048764e-13	1.2447975422097528e-12	7034	3916	631	454	9.773204155048683e-19	0.16276838737091792	gtf_oriented/GCF_036195325.1_oriented.gtf	8.438569678985196e-18	True	9.773204155048683e-19	8.438569678985196e-18	True	0.16386435394226623
GCF_036196325.1	Streptomyces sp. NBC_00228 (strain=NBC_00228)	NZ_CP108102.1	real_real		5004672	10116785	0.49468996326402115	central	4209	2353	1856	0.55904015205512	285	181	104	0.6350877192982456	0.07604756724312556	0.004234228804637999	0.008468457609275998	4536	2455	2081	0.5412257495590829	360	281	79	0.7805555555555556	0.2393298059964727	8.757085626240159e-23	1.7514171252480318e-22	8745	4808	645	462	1.5652930294204563e-19	0.1664791841184996	gtf_oriented/GCF_036196325.1_oriented.gtf	2.9723942229673424e-18	True	1.5652930294204563e-19	2.9723942229673424e-18	True	0.15768868661979912
GCF_036197725.1	Streptomyces canus (strain=NBC_00225)	NZ_CP108105.1	real_real		5470890	11002390	0.49724559845633537	central	4719	2566	2153	0.5437592710319983	314	228	86	0.7261146496815286	0.18235537864953033	5.318348576202472e-12	1.0636697152404943e-11	4861	2762	2099	0.5681958444764452	327	227	100	0.6941896024464832	0.12599375797003798	8.814242694666771e-07	1.7628485389333543e-06	9580	5328	641	455	1.0246019037722839e-16	0.15366972925263567	gtf_oriented/GCF_036197725.1_oriented.gtf	2.326623095569554e-16	True	1.0246019037722839e-16	2.326623095569554e-16	True	0.15417456830978415
GCF_036199905.1	Streptomyces sp. NBC_00223 (strain=NBC_00223)	NZ_CP108109.1	real_real		4097182	7960987	0.5146575418349508	central	3296	1794	1502	0.5442961165048543	199	147	52	0.7386934673366834	0.19439735083182907	4.759178926915299e-09	9.518357853830598e-09	3216	1957	1259	0.6085199004975125	363	260	103	0.7162534435261708	0.10773354302865834	3.624630127335003e-06	7.249260254670006e-06	6512	3751	562	407	2.1259511844584177e-14	0.14818577474271433	gtf_oriented/GCF_036199905.1_oriented.gtf	2.455873820063076e-14	True	2.1259511844584177e-14	2.455873820063076e-14	True	0.1510654469302437
GCF_036201705.1	Streptomyces sp. NBC_00208 (strain=NBC_00208)	NZ_CP108123.1	real_real		4738581	9853911	0.48088327568617173	central	4047	2249	1798	0.5557202866320732	331	241	90	0.7280966767371602	0.17237639010508699	1.2607755597337683e-11	2.5215511194675365e-11	4181	2313	1868	0.5532169337479071	310	219	91	0.7064516129032258	0.15323467915531863	6.758297392385265e-09	1.351659478477053e-08	8228	4562	641	460	7.51710986069096e-19	0.16318047957698578	gtf_oriented/GCF_036201705.1_oriented.gtf	7.057107615484498e-18	True	7.51710986069096e-19	7.057107615484498e-18	True	0.1628055346302028
GCF_036202585.1	Streptomyces mirabilis (strain=NBC_00200)	NZ_CP108127.1	real_real		5937505	12197670	0.4867737035023902	central	4738	2511	2227	0.5299704516673702	317	230	87	0.7255520504731862	0.19558159880581594	1.3498305928612953e-13	2.6996611857225905e-13	5443	3043	2400	0.5590666911629616	333	237	96	0.7117117117117117	0.15264502054875007	2.5583983133219204e-09	5.116796626643841e-09	10181	5554	650	467	7.273806594452126e-21	0.1729355586953073	gtf_oriented/GCF_036202585.1_oriented.gtf	7.35114290863429e-19	True	7.273806594452126e-21	7.35114290863429e-19	True	0.174113309677283
GCF_036203305.1	Streptomyces sp. NBC_00190 (strain=NBC_00190)	NZ_CP108131.1	real_real		4096018	8632804	0.47447133052018786	central	3685	2076	1609	0.5633649932157395	303	221	82	0.7293729372937293	0.1660079440779898	3.731917529461969e-10	7.463835058923938e-10	3915	2230	1685	0.5696040868454662	318	226	92	0.710691823899371	0.14108773705390487	4.652825144320867e-08	9.305650288641734e-08	7600	4306	621	447	1.592443371739152e-16	0.15322781591660306	gtf_oriented/GCF_036203305.1_oriented.gtf	3.2733558196860344e-16	True	1.592443371739152e-16	3.2733558196860344e-16	True	0.15354784056594734
GCF_036204065.1	Streptomyces tauricus (strain=NBC_00189)	NZ_CP108133.1	real_real		5187370	10308633	0.5032063902168212	central	4186	2354	1832	0.5623506927854754	288	183	105	0.6354166666666666	0.07306597388119118	0.005474967619085391	0.010949935238170783	4323	2363	1960	0.5466111496645848	353	274	79	0.7762039660056658	0.22959281634108097	8.628943491834875e-21	1.725788698366975e-20	8509	4717	641	457	7.84116327937214e-18	0.1585943047546794	gtf_oriented/GCF_036204065.1_oriented.gtf	3.198073461693115e-17	True	7.84116327937214e-18	3.198073461693115e-17	True	0.15132939511113608
GCF_036205185.1	Streptomyces sp. NBC_00184 (strain=NBC_00184)	NZ_CP108137.1	real_real		3719348	7404497	0.5023093398511742	central	3204	1787	1417	0.5577403245942572	327	224	103	0.6850152905198776	0.1272749659256205	4.860965074155883e-07	9.721930148311765e-07	3104	1786	1318	0.5753865979381443	300	225	75	0.75	0.17461340206185572	2.9148706373646504e-11	5.829741274729301e-11	6308	3573	627	449	3.1397702528231115e-16	0.14968486385734325	gtf_oriented/GCF_036205185.1_oriented.gtf	5.666902407534397e-16	True	3.1397702528231115e-16	5.666902407534397e-16	True	0.1509441839937381
GCF_036206005.1	Streptomyces sp. NBC_00178 (strain=NBC_00178)	NZ_CP108143.1	real_real		3580459	7315943	0.48940498852984504	central	3079	1771	1308	0.5751867489444625	330	227	103	0.6878787878787879	0.11269203893432533	5.843450187431176e-06	1.1686900374862352e-05	3136	1803	1333	0.5749362244897959	303	227	76	0.7491749174917491	0.17423869300195327	2.6054525335702655e-11	5.210905067140531e-11	6215	3574	633	454	4.828852929832783e-15	0.1421592513653076	gtf_oriented/GCF_036206005.1_oriented.gtf	6.2094547489144965e-15	True	4.828852929832783e-15	6.2094547489144965e-15	True	0.1434653659681393
GCF_036206925.1	Streptomyces anulatus (strain=NBC_00171)	NZ_CP108146.1	real_real		4025937	8525810	0.47220580801120365	central	3429	1912	1517	0.557596967045786	322	230	92	0.7142857142857143	0.15668874723992832	9.887267475788078e-10	1.9774534951576155e-09	3858	2142	1716	0.5552099533437014	310	222	88	0.7161290322580646	0.1609190789143632	9.843941926892057e-10	1.9687883853784115e-09	7287	4054	632	452	7.075170707282395e-18	0.15885667731507302	gtf_oriented/GCF_036206925.1_oriented.gtf	3.0274029761092697e-17	True	7.075170707282395e-18	3.0274029761092697e-17	True	0.15880391307714575
GCF_036208025.1	Streptomyces sp. NBC_01601 (strain=NBC_01601)	NZ_CP109314.1	real_real		3314349	6514165	0.5087910729924711	central	2940	1599	1341	0.5438775510204081	309	224	85	0.7249190938511327	0.1810415428307246	4.29223791675367e-12	8.58447583350734e-12	2879	1744	1135	0.6057658909343522	321	226	95	0.7040498442367601	0.09828395330240791	6.700577285003046e-05	0.00013401154570006092	5819	3343	630	450	1.3098143617710341e-14	0.1397883779736332	gtf_oriented/GCF_036208025.1_oriented.gtf	1.5530126928444494e-14	True	1.3098143617710341e-14	1.5530126928444494e-14	True	0.13966274806656626
GCF_036208085.1	Streptomyces sp. NBC_00310 (strain=NBC_00310)	NZ_CP130714.1	real_real		5627756	10666483	0.5276112098055188	central	4535	2457	2078	0.5417861080485116	314	228	86	0.7261146496815286	0.18432854163301704	3.0315438496995242e-12	6.0630876993990485e-12	4139	2313	1826	0.5588306354191834	330	229	101	0.693939393939394	0.13510875852021054	1.1461597316185101e-07	2.2923194632370202e-07	8674	4770	644	457	4.6285702344589984e-18	0.15970803013790047	gtf_oriented/GCF_036208085.1_oriented.gtf	2.3067094273728188e-17	True	4.6285702344589984e-18	2.3067094273728188e-17	True	0.1597186500766138
GCF_036224405.1	Streptomyces jietaisiensis (strain=NBC_00489)	NZ_CP108330.1	real_real		3799251	7530964	0.5044840209035656	central	3266	1758	1508	0.5382731169626455	308	215	93	0.698051948051948	0.15977883108930258	1.426492336091172e-09	2.852984672182344e-09	3145	1782	1363	0.5666136724960255	322	228	94	0.7080745341614907	0.14146086166546523	2.6361344529050744e-08	5.272268905810149e-08	6411	3540	630	443	2.329188705673091e-16	0.15099865558452363	gtf_oriented/GCF_036224405.1_oriented.gtf	4.4261622231672934e-16	True	2.329188705673091e-16	4.4261622231672934e-16	True	0.1506198463773839
GCF_036226185.1	Streptomyces jietaisiensis (strain=NBC_00478)	NZ_CP108343.1	real_real		3860333	7644857	0.5049581699173706	central	3288	1758	1530	0.5346715328467153	308	215	93	0.698051948051948	0.16338041520523272	6.44556220367205e-10	1.28911244073441e-09	3154	1787	1367	0.5665821179454661	322	228	94	0.7080745341614907	0.1414924162160246	2.6312749144995608e-08	5.2625498289991215e-08	6442	3545	630	443	1.0518717081179963e-16	0.1528796637148081	gtf_oriented/GCF_036226185.1_oriented.gtf	2.3719427458047513e-16	True	1.0518717081179963e-16	2.3719427458047513e-16	True	0.15243641571062866
GCF_036226305.1	Streptomyces violaceus (strain=NBC_00293)	NZ_CP108342.1	real_real		4639851	8816102	0.5262927992439289	central	3853	2128	1725	0.5522969114975343	255	180	75	0.7058823529411765	0.15358544144364217	1.469912656842484e-07	2.939825313684968e-07	3573	2062	1511	0.5771060733277358	385	271	114	0.7038961038961039	0.12679003056836813	4.040402115821121e-08	8.080804231642242e-08	7426	4190	640	451	1.6342258933662582e-14	0.14045372677080525	gtf_oriented/GCF_036226305.1_oriented.gtf	1.912424347771863e-14	True	1.6342258933662582e-14	1.912424347771863e-14	True	0.14018773600600515
GCF_036226365.1	Streptomyces sp. NBC_01262 (strain=NBC_01262)	NZ_CP108462.1	real_real		4760798	9735701	0.4890041302624228	central	4218	2346	1872	0.5561877667140825	281	200	81	0.7117437722419929	0.15555600552791038	2.2291639684763152e-08	4.4583279369526305e-08	4402	2469	1933	0.560881417537483	303	212	91	0.6996699669966997	0.1387885494592167	2.0122527273059144e-07	4.024505454611829e-07	8620	4815	584	412	3.3108902672336645e-14	0.14689476527985257	gtf_oriented/GCF_036226365.1_oriented.gtf	3.759115483916922e-14	True	3.3108902672336645e-14	3.759115483916922e-14	True	0.14717227749356354
GCF_036226385.1	Streptomyces sp. NBC_01261 (strain=NBC_01261)	NZ_CP108463.1	real_real		5743891	11585262	0.4957929307079978	central	4826	2686	2140	0.5565685868213842	343	237	106	0.6909620991253644	0.13439351230398022	8.957562494041325e-08	1.791512498808265e-07	5025	2714	2311	0.5400995024875622	301	220	81	0.7308970099667774	0.1907975074792152	1.954308636627197e-12	3.908617273254394e-12	9851	5400	644	457	2.959646186630719e-18	0.16145963048175582	gtf_oriented/GCF_036226385.1_oriented.gtf	1.7001072615440386e-17	True	2.959646186630719e-18	1.7001072615440386e-17	True	0.1625955098915977
GCF_036226405.1	Streptomyces sp. NBC_01260 (strain=NBC_01260)	NZ_CP108464.1	real_real		4104105	9123894	0.44981945208920665	central	3264	1824	1440	0.5588235294117647	328	227	101	0.6920731707317073	0.13324964131994255	1.367296870578345e-07	2.73459374115669e-07	4206	2395	1811	0.5694246314788397	308	230	78	0.7467532467532467	0.17732861527440702	1.5469639925113757e-11	3.0939279850227515e-11	7470	4219	636	457	5.088381499651418e-17	0.1537609557727766	gtf_oriented/GCF_036226405.1_oriented.gtf	1.3171160342719102e-16	True	5.088381499651418e-17	1.3171160342719102e-16	True	0.15528912829717478
GCF_036226425.1	Streptomyces caniferus (strain=NBC_01256)	NZ_CP108473.1	real_real		4282554	8866682	0.4829939767773334	central	3609	1999	1610	0.5538930451648656	277	175	102	0.631768953068592	0.07787590790372645	0.0038296019498561536	0.007659203899712307	3866	2172	1694	0.561821003621314	333	261	72	0.7837837837837838	0.22196278016246973	7.896294312577923e-19	1.5792588625155846e-18	7475	4171	610	436	7.789472684339344e-17	0.15676078732386645	gtf_oriented/GCF_036226425.1_oriented.gtf	1.8665060260759802e-16	True	7.789472684339344e-17	1.8665060260759802e-16	True	0.1499193440330981
GCF_036226445.1	Streptomyces sp. NBC_01255 (strain=NBC_01255)	NZ_CP108474.1	real_real		4357836	8432556	0.5167870809277756	central	3770	2144	1626	0.5687002652519894	332	230	102	0.6927710843373494	0.12407081908536	8.204887190510963e-07	1.6409774381021926e-06	3595	2012	1583	0.5596662030598053	299	224	75	0.7491638795986622	0.18949767653885685	1.1535410491613697e-12	2.3070820983227393e-12	7365	4156	631	454	3.4050954429829784e-17	0.15520230498685794	gtf_oriented/GCF_036226445.1_oriented.gtf	9.47701342316944e-17	True	3.4050954429829784e-17	9.47701342316944e-17	True	0.15678424781210842
GCF_036226545.1	Streptomyces canus (strain=NBC_00710)	NZ_CP108995.1	real_real		5228310	10812249	0.48355434655639173	central	4637	2555	2082	0.5510028035367694	314	228	86	0.7261146496815286	0.17511184614475916	3.060298634202712e-11	6.120597268405424e-11	4887	2741	2146	0.5608757929199918	326	226	100	0.6932515337423313	0.1323757408223395	2.803534650514831e-07	5.607069301029662e-07	9524	5296	640	454	1.2689013963101473e-16	0.15330612137757238	gtf_oriented/GCF_036226545.1_oriented.gtf	2.7569567470780056e-16	True	1.2689013963101473e-16	2.7569567470780056e-16	True	0.15374379348354933
GCF_036226605.1	Streptomyces sp. NBC_00704 (strain=NBC_00704)	NZ_CP109000.1	real_real		4114842	8036681	0.5120076310108613	central	3402	1822	1580	0.5355673133450911	313	228	85	0.7284345047923323	0.19286719144724118	1.8430078701142785e-13	3.686015740228557e-13	3300	1890	1410	0.5727272727272728	327	227	100	0.6941896024464832	0.12146232971921045	1.3753175399762154e-06	2.750635079952431e-06	6702	3712	640	455	8.069580775211955e-18	0.15707298194568786	gtf_oriented/GCF_036226605.1_oriented.gtf	3.201240733388492e-17	True	8.069580775211955e-18	3.201240733388492e-17	True	0.15716476058322582
GCF_036226625.1	Streptomyces virginiae (strain=NBC_00701)	NZ_CP109003.1	real_real		4245416	8774774	0.48382055195951484	central	3804	2141	1663	0.5628286014721346	307	225	82	0.7328990228013029	0.17007042132916828	1.0818542540449602e-10	2.1637085080899203e-10	3917	2244	1673	0.5728874138371203	321	229	92	0.7133956386292835	0.14050822479216318	4.3205055534229354e-08	8.641011106845871e-08	7721	4385	628	454	4.591551220407768e-17	0.15499832122996504	gtf_oriented/GCF_036226625.1_oriented.gtf	1.2160360916364152e-16	True	4.591551220407768e-17	1.2160360916364152e-16	True	0.15528932306066573
GCF_036226665.1	Streptomyces sp. NBC_00691 (strain=NBC_00691)	NZ_CP109007.1	real_real		4205557	8301530	0.5066002291143922	central	3650	1997	1653	0.5471232876712329	336	231	105	0.6875	0.14037671232876714	2.6215945317522583e-08	5.2431890635045165e-08	3557	2031	1526	0.5709867866179364	305	228	77	0.7475409836065574	0.17655419698862096	1.716470465918555e-11	3.43294093183711e-11	7207	4028	641	459	7.955626609619966e-18	0.15716757433999318	gtf_oriented/GCF_036226665.1_oriented.gtf	3.200142894332243e-17	True	7.955626609619966e-18	3.200142894332243e-17	True	0.15846545465869405
